"","mindsCode","situTag","Preference","Knowledge","Character","Start","prob_long","prob_hotdog","prob_short_hotdog","prob_long_hotdog","prob_short_pizza","prob_long_pizza"
"1134","M048358","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.428571428571429,0.714285714285714,0.5,0.214285714285714,0.0714285714285714,0.214285714285714
"1135","M048358","1000","Hot dogs","No","Lazy","Pizza visible",0.3,0.6,0.5,0.1,0.2,0.2
"1136","M048358","0010","Absent","No","Sporty","Pizza visible",0.444444444444444,0.5,0.277777777777778,0.222222222222222,0.277777777777778,0.222222222222222
"1137","M072898","1011","Hot dogs","No","Sporty","Hot dogs visible",0.375,0.6875,0.4375,0.25,0.1875,0.125
"1138","M072898","1110","Hot dogs","Yes","Sporty","Pizza visible",0.235294117647059,0.529411764705882,0.352941176470588,0.176470588235294,0.411764705882353,0.0588235294117647
"1139","M072898","0001","Absent","No","Lazy","Hot dogs visible",0.307692307692308,0.615384615384615,0.461538461538462,0.153846153846154,0.230769230769231,0.153846153846154
"1140","M072898","0101","Absent","Yes","Lazy","Hot dogs visible",0.285714285714286,0.5,0.428571428571429,0.0714285714285714,0.285714285714286,0.214285714285714
"1141","M072898","0000","Absent","No","Lazy","Pizza visible",0.285714285714286,0.428571428571429,0.214285714285714,0.214285714285714,0.5,0.0714285714285714
"1142","M072898","1000","Hot dogs","No","Lazy","Pizza visible",0.25,0.5,0.3125,0.1875,0.4375,0.0625
"1143","M072898","0111","Absent","Yes","Sporty","Hot dogs visible",0.357142857142857,0.5,0.285714285714286,0.214285714285714,0.357142857142857,0.142857142857143
"1144","M072898","1001","Hot dogs","No","Lazy","Hot dogs visible",0.266666666666667,0.533333333333333,0.466666666666667,0.0666666666666667,0.266666666666667,0.2
"1145","M072898","1010","Hot dogs","No","Sporty","Pizza visible",0.473684210526316,0.526315789473684,0.315789473684211,0.210526315789474,0.210526315789474,0.263157894736842
"1146","M072898","0110","Absent","Yes","Sporty","Pizza visible",0.529411764705882,0.470588235294118,0.235294117647059,0.235294117647059,0.235294117647059,0.294117647058824
"1147","M072898","0011","Absent","No","Sporty","Hot dogs visible",0.555555555555556,0.5,0.222222222222222,0.277777777777778,0.222222222222222,0.277777777777778
"1148","M072898","0100","Absent","Yes","Lazy","Pizza visible",0.1875,0.5,0.375,0.125,0.4375,0.0625
"1149","M072898","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.611111111111111,0.5,0.166666666666667,0.333333333333333,0.222222222222222,0.277777777777778
"1150","M072898","1100","Hot dogs","Yes","Lazy","Pizza visible",0.230769230769231,0.692307692307692,0.538461538461538,0.153846153846154,0.230769230769231,0.0769230769230769
"1151","M072898","0010","Absent","No","Sporty","Pizza visible",0.5,0.5,0.25,0.25,0.25,0.25
"1152","M072898","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.181818181818182,0.727272727272727,0.636363636363636,0.0909090909090909,0.181818181818182,0.0909090909090909
"1153","M058012","1011","Hot dogs","No","Sporty","Hot dogs visible",0.428571428571429,0.714285714285714,0.428571428571429,0.285714285714286,0.142857142857143,0.142857142857143
"1154","M058012","0011","Absent","No","Sporty","Hot dogs visible",0.5,0.5,0.25,0.25,0.25,0.25
"1155","M058012","1000","Hot dogs","No","Lazy","Pizza visible",0.375,0.5625,0.3125,0.25,0.3125,0.125
"1156","M058012","0111","Absent","Yes","Sporty","Hot dogs visible",0.444444444444444,0.5,0.277777777777778,0.222222222222222,0.277777777777778,0.222222222222222
"1157","M058012","0100","Absent","Yes","Lazy","Pizza visible",0.285714285714286,0.5,0.357142857142857,0.142857142857143,0.357142857142857,0.142857142857143
"1158","M058012","0101","Absent","Yes","Lazy","Hot dogs visible",0.285714285714286,0.5,0.357142857142857,0.142857142857143,0.357142857142857,0.142857142857143
"1159","M058012","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.428571428571429,0.714285714285714,0.428571428571429,0.285714285714286,0.142857142857143,0.142857142857143
"1160","M058012","1010","Hot dogs","No","Sporty","Pizza visible",0.428571428571429,0.642857142857143,0.357142857142857,0.285714285714286,0.214285714285714,0.142857142857143
"1161","M058012","0000","Absent","No","Lazy","Pizza visible",0.470588235294118,0.470588235294118,0.235294117647059,0.235294117647059,0.294117647058824,0.235294117647059
"1162","M058012","0010","Absent","No","Sporty","Pizza visible",0.5,0.5,0.25,0.25,0.25,0.25
"1163","M058012","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.333333333333333,0.666666666666667,0.5,0.166666666666667,0.166666666666667,0.166666666666667
"1164","M058012","0110","Absent","Yes","Sporty","Pizza visible",0.4,0.466666666666667,0.266666666666667,0.2,0.333333333333333,0.2
"1165","M058012","1100","Hot dogs","Yes","Lazy","Pizza visible",0.272727272727273,0.636363636363636,0.454545454545455,0.181818181818182,0.272727272727273,0.0909090909090909
"1166","M058012","1110","Hot dogs","Yes","Sporty","Pizza visible",0.384615384615385,0.615384615384615,0.384615384615385,0.230769230769231,0.230769230769231,0.153846153846154
"1167","M058012","1001","Hot dogs","No","Lazy","Hot dogs visible",0.363636363636364,0.636363636363636,0.454545454545455,0.181818181818182,0.181818181818182,0.181818181818182
"1168","M058012","0001","Absent","No","Lazy","Hot dogs visible",0.384615384615385,0.461538461538462,0.307692307692308,0.153846153846154,0.307692307692308,0.230769230769231
"1169","M033527","1110","Hot dogs","Yes","Sporty","Pizza visible",0.533333333333333,0.866666666666667,0.4,0.466666666666667,0.0666666666666667,0.0666666666666667
"1170","M033527","1100","Hot dogs","Yes","Lazy","Pizza visible",0.2,0.8,0.7,0.1,0.1,0.1
"1171","M033527","0101","Absent","Yes","Lazy","Hot dogs visible",0.133333333333333,0.533333333333333,0.466666666666667,0.0666666666666667,0.4,0.0666666666666667
"1172","M033527","0111","Absent","Yes","Sporty","Hot dogs visible",0.619047619047619,0.523809523809524,0.19047619047619,0.333333333333333,0.19047619047619,0.285714285714286
"1173","M033527","0010","Absent","No","Sporty","Pizza visible",0.5,0.5,0.25,0.25,0.25,0.25
"1174","M033527","0001","Absent","No","Lazy","Hot dogs visible",0.181818181818182,0.727272727272727,0.636363636363636,0.0909090909090909,0.181818181818182,0.0909090909090909
"1175","M033527","1011","Hot dogs","No","Sporty","Hot dogs visible",0.473684210526316,0.578947368421053,0.315789473684211,0.263157894736842,0.210526315789474,0.210526315789474
"1176","M033527","1010","Hot dogs","No","Sporty","Pizza visible",0.333333333333333,0.75,0.5,0.25,0.166666666666667,0.0833333333333333
"1177","M033527","0011","Absent","No","Sporty","Hot dogs visible",0.5,0.5,0.25,0.25,0.25,0.25
"1178","M033527","0110","Absent","Yes","Sporty","Pizza visible",0.666666666666667,0.555555555555556,0.222222222222222,0.333333333333333,0.111111111111111,0.333333333333333
"1179","M033527","0000","Absent","No","Lazy","Pizza visible",0.181818181818182,0.272727272727273,0.181818181818182,0.0909090909090909,0.636363636363636,0.0909090909090909
"1180","M033527","1000","Hot dogs","No","Lazy","Pizza visible",0.3,0.4,0.3,0.1,0.4,0.2
"1181","M033527","1001","Hot dogs","No","Lazy","Hot dogs visible",0.181818181818182,0.727272727272727,0.636363636363636,0.0909090909090909,0.181818181818182,0.0909090909090909
"1182","M033527","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"1183","M033527","0100","Absent","Yes","Lazy","Pizza visible",0.142857142857143,0.428571428571429,0.357142857142857,0.0714285714285714,0.5,0.0714285714285714
"1184","M033527","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.588235294117647,0.705882352941176,0.294117647058824,0.411764705882353,0.117647058823529,0.176470588235294
"1185","M016668","0000","Absent","No","Lazy","Pizza visible",0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.583333333333333,0.0833333333333333
"1186","M016668","1000","Hot dogs","No","Lazy","Pizza visible",0.166666666666667,0.416666666666667,0.333333333333333,0.0833333333333333,0.5,0.0833333333333333
"1187","M016668","0011","Absent","No","Sporty","Hot dogs visible",0.4,0.55,0.35,0.2,0.25,0.2
"1188","M016668","0100","Absent","Yes","Lazy","Pizza visible",0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.583333333333333,0.0833333333333333
"1189","M016668","0110","Absent","Yes","Sporty","Pizza visible",0.411764705882353,0.588235294117647,0.352941176470588,0.235294117647059,0.235294117647059,0.176470588235294
"1190","M016668","1010","Hot dogs","No","Sporty","Pizza visible",0.384615384615385,0.692307692307692,0.384615384615385,0.307692307692308,0.230769230769231,0.0769230769230769
"1191","M016668","1100","Hot dogs","Yes","Lazy","Pizza visible",0.142857142857143,0.5,0.428571428571429,0.0714285714285714,0.428571428571429,0.0714285714285714
"1192","M016668","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.166666666666667,0.666666666666667,0.583333333333333,0.0833333333333333,0.25,0.0833333333333333
"1193","M016668","0001","Absent","No","Lazy","Hot dogs visible",0.153846153846154,0.615384615384615,0.538461538461538,0.0769230769230769,0.307692307692308,0.0769230769230769
"1194","M016668","1110","Hot dogs","Yes","Sporty","Pizza visible",0.384615384615385,0.846153846153846,0.538461538461538,0.307692307692308,0.0769230769230769,0.0769230769230769
"1195","M016668","0010","Absent","No","Sporty","Pizza visible",0.5,0.555555555555556,0.277777777777778,0.277777777777778,0.222222222222222,0.222222222222222
"1196","M016668","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"1197","M016668","1011","Hot dogs","No","Sporty","Hot dogs visible",0.333333333333333,0.833333333333333,0.583333333333333,0.25,0.0833333333333333,0.0833333333333333
"1198","M016668","1001","Hot dogs","No","Lazy","Hot dogs visible",0.153846153846154,0.615384615384615,0.538461538461538,0.0769230769230769,0.307692307692308,0.0769230769230769
"1199","M016668","0111","Absent","Yes","Sporty","Hot dogs visible",0.357142857142857,0.428571428571429,0.285714285714286,0.142857142857143,0.357142857142857,0.214285714285714
"1200","M016668","0101","Absent","Yes","Lazy","Hot dogs visible",0.153846153846154,0.615384615384615,0.538461538461538,0.0769230769230769,0.307692307692308,0.0769230769230769
"1201","M084155","1110","Hot dogs","Yes","Sporty","Pizza visible",0.555555555555556,0.722222222222222,0.388888888888889,0.333333333333333,0.0555555555555556,0.222222222222222
"1202","M084155","0001","Absent","No","Lazy","Hot dogs visible",0.235294117647059,0.470588235294118,0.411764705882353,0.0588235294117647,0.352941176470588,0.176470588235294
"1203","M084155","1011","Hot dogs","No","Sporty","Hot dogs visible",0.583333333333333,0.416666666666667,0.125,0.291666666666667,0.291666666666667,0.291666666666667
"1204","M084155","1000","Hot dogs","No","Lazy","Pizza visible",0.352941176470588,0.529411764705882,0.235294117647059,0.294117647058824,0.411764705882353,0.0588235294117647
"1205","M084155","1100","Hot dogs","Yes","Lazy","Pizza visible",0.133333333333333,0.466666666666667,0.4,0.0666666666666667,0.466666666666667,0.0666666666666667
"1206","M084155","1001","Hot dogs","No","Lazy","Hot dogs visible",0.142857142857143,0.571428571428571,0.5,0.0714285714285714,0.357142857142857,0.0714285714285714
"1207","M084155","0011","Absent","No","Sporty","Hot dogs visible",0.764705882352941,0.470588235294118,0.0588235294117647,0.411764705882353,0.176470588235294,0.352941176470588
"1208","M084155","1010","Hot dogs","No","Sporty","Pizza visible",0.722222222222222,0.611111111111111,0.222222222222222,0.388888888888889,0.0555555555555556,0.333333333333333
"1209","M084155","0010","Absent","No","Sporty","Pizza visible",0.764705882352941,0.529411764705882,0.176470588235294,0.352941176470588,0.0588235294117647,0.411764705882353
"1210","M084155","0111","Absent","Yes","Sporty","Hot dogs visible",0.722222222222222,0.5,0.111111111111111,0.388888888888889,0.166666666666667,0.333333333333333
"1211","M084155","0110","Absent","Yes","Sporty","Pizza visible",0.75,0.5,0.1875,0.3125,0.0625,0.4375
"1212","M084155","0000","Absent","No","Lazy","Pizza visible",0.181818181818182,0.272727272727273,0.181818181818182,0.0909090909090909,0.636363636363636,0.0909090909090909
"1213","M084155","0101","Absent","Yes","Lazy","Hot dogs visible",0.166666666666667,0.666666666666667,0.583333333333333,0.0833333333333333,0.25,0.0833333333333333
"1214","M084155","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.272727272727273,0.727272727272727,0.636363636363636,0.0909090909090909,0.0909090909090909,0.181818181818182
"1215","M084155","0100","Absent","Yes","Lazy","Pizza visible",0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.583333333333333,0.0833333333333333
"1216","M084155","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.769230769230769,0.692307692307692,0.153846153846154,0.538461538461538,0.0769230769230769,0.230769230769231
"1217","M003175","0011","Absent","No","Sporty","Hot dogs visible",0.428571428571429,0.571428571428571,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143
"1218","M003175","0110","Absent","Yes","Sporty","Pizza visible",0.181818181818182,0.636363636363636,0.545454545454545,0.0909090909090909,0.272727272727273,0.0909090909090909
"1219","M003175","1100","Hot dogs","Yes","Lazy","Pizza visible",0.2,0.8,0.7,0.1,0.1,0.1
"1220","M003175","1110","Hot dogs","Yes","Sporty","Pizza visible",0.428571428571429,0.714285714285714,0.428571428571429,0.285714285714286,0.142857142857143,0.142857142857143
"1221","M003175","0111","Absent","Yes","Sporty","Hot dogs visible",0.411764705882353,0.411764705882353,0.294117647058824,0.117647058823529,0.294117647058824,0.294117647058824
"1222","M003175","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.25,0.666666666666667,0.583333333333333,0.0833333333333333,0.166666666666667,0.166666666666667
"1223","M003175","0010","Absent","No","Sporty","Pizza visible",0.65,0.6,0.25,0.35,0.1,0.3
"1224","M003175","1001","Hot dogs","No","Lazy","Hot dogs visible",0.181818181818182,0.727272727272727,0.636363636363636,0.0909090909090909,0.181818181818182,0.0909090909090909
"1225","M003175","0101","Absent","Yes","Lazy","Hot dogs visible",0.142857142857143,0.5,0.428571428571429,0.0714285714285714,0.428571428571429,0.0714285714285714
"1226","M003175","1011","Hot dogs","No","Sporty","Hot dogs visible",0.666666666666667,0.75,0.166666666666667,0.583333333333333,0.166666666666667,0.0833333333333333
"1227","M003175","1000","Hot dogs","No","Lazy","Pizza visible",0.466666666666667,0.666666666666667,0.4,0.266666666666667,0.133333333333333,0.2
"1228","M003175","1010","Hot dogs","No","Sporty","Pizza visible",0.6,0.733333333333333,0.333333333333333,0.4,0.0666666666666667,0.2
"1229","M003175","0100","Absent","Yes","Lazy","Pizza visible",0.133333333333333,0.466666666666667,0.4,0.0666666666666667,0.466666666666667,0.0666666666666667
"1230","M003175","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.636363636363636,0.727272727272727,0.272727272727273,0.454545454545455,0.0909090909090909,0.181818181818182
"1231","M003175","0001","Absent","No","Lazy","Hot dogs visible",0.153846153846154,0.615384615384615,0.538461538461538,0.0769230769230769,0.307692307692308,0.0769230769230769
"1232","M003175","0000","Absent","No","Lazy","Pizza visible",0.2,0.466666666666667,0.333333333333333,0.133333333333333,0.466666666666667,0.0666666666666667
"1233","M030104","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.25,0.5,0.416666666666667,0.0833333333333333,0.333333333333333,0.166666666666667
"1234","M030104","1000","Hot dogs","No","Lazy","Pizza visible",0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.583333333333333,0.0833333333333333
"1235","M030104","0111","Absent","Yes","Sporty","Hot dogs visible",0.3125,0.5,0.4375,0.0625,0.25,0.25
"1236","M030104","1110","Hot dogs","Yes","Sporty","Pizza visible",0.166666666666667,0.416666666666667,0.333333333333333,0.0833333333333333,0.5,0.0833333333333333
"1237","M030104","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.153846153846154,0.615384615384615,0.538461538461538,0.0769230769230769,0.307692307692308,0.0769230769230769
"1238","M030104","0011","Absent","No","Sporty","Hot dogs visible",0.153846153846154,0.615384615384615,0.538461538461538,0.0769230769230769,0.307692307692308,0.0769230769230769
"1239","M030104","1001","Hot dogs","No","Lazy","Hot dogs visible",0.181818181818182,0.727272727272727,0.636363636363636,0.0909090909090909,0.181818181818182,0.0909090909090909
"1240","M030104","0110","Absent","Yes","Sporty","Pizza visible",0.142857142857143,0.428571428571429,0.357142857142857,0.0714285714285714,0.5,0.0714285714285714
"1241","M030104","0001","Absent","No","Lazy","Hot dogs visible",0.380952380952381,0.428571428571429,0.333333333333333,0.0952380952380952,0.285714285714286,0.285714285714286
"1242","M030104","1010","Hot dogs","No","Sporty","Pizza visible",0.214285714285714,0.428571428571429,0.285714285714286,0.142857142857143,0.5,0.0714285714285714
"1243","M030104","1100","Hot dogs","Yes","Lazy","Pizza visible",0.285714285714286,0.642857142857143,0.428571428571429,0.214285714285714,0.285714285714286,0.0714285714285714
"1244","M030104","0010","Absent","No","Sporty","Pizza visible",0.3125,0.5,0.25,0.25,0.4375,0.0625
"1245","M030104","0101","Absent","Yes","Lazy","Hot dogs visible",0.153846153846154,0.615384615384615,0.538461538461538,0.0769230769230769,0.307692307692308,0.0769230769230769
"1246","M030104","0000","Absent","No","Lazy","Pizza visible",0.153846153846154,0.384615384615385,0.307692307692308,0.0769230769230769,0.538461538461538,0.0769230769230769
"1247","M030104","1011","Hot dogs","No","Sporty","Hot dogs visible",0.181818181818182,0.545454545454545,0.454545454545455,0.0909090909090909,0.363636363636364,0.0909090909090909
"1248","M030104","0100","Absent","Yes","Lazy","Pizza visible",0.153846153846154,0.384615384615385,0.307692307692308,0.0769230769230769,0.538461538461538,0.0769230769230769
"1249","M879835","0101","Absent","Yes","Lazy","Hot dogs visible",0.333333333333333,0.466666666666667,0.333333333333333,0.133333333333333,0.333333333333333,0.2
"1250","M879835","1001","Hot dogs","No","Lazy","Hot dogs visible",0.421052631578947,0.368421052631579,0.210526315789474,0.157894736842105,0.368421052631579,0.263157894736842
"1251","M879835","0111","Absent","Yes","Sporty","Hot dogs visible",0.333333333333333,0.466666666666667,0.333333333333333,0.133333333333333,0.333333333333333,0.2
"1252","M879835","0011","Absent","No","Sporty","Hot dogs visible",0.333333333333333,0.266666666666667,0.2,0.0666666666666667,0.466666666666667,0.266666666666667
"1253","M879835","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.428571428571429,0.5,0.357142857142857,0.142857142857143,0.214285714285714,0.285714285714286
"1254","M879835","0001","Absent","No","Lazy","Hot dogs visible",0.333333333333333,0.466666666666667,0.333333333333333,0.133333333333333,0.333333333333333,0.2
"1255","M879835","1011","Hot dogs","No","Sporty","Hot dogs visible",0.235294117647059,0.411764705882353,0.352941176470588,0.0588235294117647,0.411764705882353,0.176470588235294
"1256","M879835","1110","Hot dogs","Yes","Sporty","Pizza visible",0.333333333333333,0.333333333333333,0.2,0.133333333333333,0.466666666666667,0.2
"1257","M879835","1100","Hot dogs","Yes","Lazy","Pizza visible",0.214285714285714,0.5,0.357142857142857,0.142857142857143,0.428571428571429,0.0714285714285714
"1258","M879835","0000","Absent","No","Lazy","Pizza visible",0.368421052631579,0.368421052631579,0.263157894736842,0.105263157894737,0.368421052631579,0.263157894736842
"1259","M879835","1000","Hot dogs","No","Lazy","Pizza visible",0.388888888888889,0.388888888888889,0.222222222222222,0.166666666666667,0.388888888888889,0.222222222222222
"1260","M879835","0110","Absent","Yes","Sporty","Pizza visible",0.411764705882353,0.411764705882353,0.294117647058824,0.117647058823529,0.294117647058824,0.294117647058824
"1261","M879835","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.444444444444444,0.388888888888889,0.277777777777778,0.111111111111111,0.277777777777778,0.333333333333333
"1262","M879835","0010","Absent","No","Sporty","Pizza visible",0.266666666666667,0.466666666666667,0.266666666666667,0.2,0.466666666666667,0.0666666666666667
"1263","M879835","0100","Absent","Yes","Lazy","Pizza visible",0.285714285714286,0.357142857142857,0.214285714285714,0.142857142857143,0.5,0.142857142857143
"1264","M879835","1010","Hot dogs","No","Sporty","Pizza visible",0.4,0.4,0.133333333333333,0.266666666666667,0.466666666666667,0.133333333333333
"1265","M957429","0010","Absent","No","Sporty","Pizza visible",0.363636363636364,0.363636363636364,0.0909090909090909,0.272727272727273,0.545454545454545,0.0909090909090909
"1266","M957429","0101","Absent","Yes","Lazy","Hot dogs visible",0.25,0.75,0.583333333333333,0.166666666666667,0.166666666666667,0.0833333333333333
"1267","M957429","1110","Hot dogs","Yes","Sporty","Pizza visible",0.4375,0.5625,0.3125,0.25,0.25,0.1875
"1268","M957429","0111","Absent","Yes","Sporty","Hot dogs visible",0.421052631578947,0.526315789473684,0.315789473684211,0.210526315789474,0.263157894736842,0.210526315789474
"1269","M957429","0001","Absent","No","Lazy","Hot dogs visible",0.307692307692308,0.615384615384615,0.461538461538462,0.153846153846154,0.230769230769231,0.153846153846154
"1270","M957429","1011","Hot dogs","No","Sporty","Hot dogs visible",0.25,0.666666666666667,0.583333333333333,0.0833333333333333,0.166666666666667,0.166666666666667
"1271","M957429","0000","Absent","No","Lazy","Pizza visible",0.384615384615385,0.384615384615385,0.153846153846154,0.230769230769231,0.461538461538462,0.153846153846154
"1272","M957429","1010","Hot dogs","No","Sporty","Pizza visible",0.411764705882353,0.705882352941176,0.411764705882353,0.294117647058824,0.176470588235294,0.117647058823529
"1273","M957429","1100","Hot dogs","Yes","Lazy","Pizza visible",0.444444444444444,0.611111111111111,0.333333333333333,0.277777777777778,0.222222222222222,0.166666666666667
"1274","M957429","0011","Absent","No","Sporty","Hot dogs visible",0.384615384615385,0.538461538461539,0.384615384615385,0.153846153846154,0.230769230769231,0.230769230769231
"1275","M957429","1001","Hot dogs","No","Lazy","Hot dogs visible",0.272727272727273,0.727272727272727,0.545454545454545,0.181818181818182,0.181818181818182,0.0909090909090909
"1276","M957429","0110","Absent","Yes","Sporty","Pizza visible",0.533333333333333,0.533333333333333,0.266666666666667,0.266666666666667,0.2,0.266666666666667
"1277","M957429","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.333333333333333,0.583333333333333,0.416666666666667,0.166666666666667,0.25,0.166666666666667
"1278","M957429","1000","Hot dogs","No","Lazy","Pizza visible",0.333333333333333,0.5,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667
"1279","M957429","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.181818181818182,0.727272727272727,0.636363636363636,0.0909090909090909,0.181818181818182,0.0909090909090909
"1280","M957429","0100","Absent","Yes","Lazy","Pizza visible",0.285714285714286,0.428571428571429,0.285714285714286,0.142857142857143,0.428571428571429,0.142857142857143
"1281","M682432","0010","Absent","No","Sporty","Pizza visible",0.375,0.25,0.1875,0.0625,0.4375,0.3125
"1282","M682432","1110","Hot dogs","Yes","Sporty","Pizza visible",0.2,0.8,0.7,0.1,0.1,0.1
"1283","M682432","0001","Absent","No","Lazy","Hot dogs visible",0.181818181818182,0.727272727272727,0.636363636363636,0.0909090909090909,0.181818181818182,0.0909090909090909
"1284","M682432","1100","Hot dogs","Yes","Lazy","Pizza visible",0.166666666666667,0.5,0.416666666666667,0.0833333333333333,0.416666666666667,0.0833333333333333
"1285","M682432","1000","Hot dogs","No","Lazy","Pizza visible",0.166666666666667,0.5,0.416666666666667,0.0833333333333333,0.416666666666667,0.0833333333333333
"1286","M682432","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"1287","M682432","0000","Absent","No","Lazy","Pizza visible",0.2,0.2,0.1,0.1,0.7,0.1
"1288","M682432","0110","Absent","Yes","Sporty","Pizza visible",0.625,0.5,0.1875,0.3125,0.1875,0.3125
"1289","M682432","0101","Absent","Yes","Lazy","Hot dogs visible",0.181818181818182,0.727272727272727,0.636363636363636,0.0909090909090909,0.181818181818182,0.0909090909090909
"1290","M682432","1010","Hot dogs","No","Sporty","Pizza visible",0.416666666666667,0.75,0.416666666666667,0.333333333333333,0.166666666666667,0.0833333333333333
"1291","M682432","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.428571428571429,0.857142857142857,0.5,0.357142857142857,0.0714285714285714,0.0714285714285714
"1292","M682432","0111","Absent","Yes","Sporty","Hot dogs visible",0.45,0.55,0.3,0.25,0.25,0.2
"1293","M682432","0100","Absent","Yes","Lazy","Pizza visible",0.2,0.2,0.1,0.1,0.7,0.1
"1294","M682432","1011","Hot dogs","No","Sporty","Hot dogs visible",0.384615384615385,0.846153846153846,0.538461538461538,0.307692307692308,0.0769230769230769,0.0769230769230769
"1295","M682432","0011","Absent","No","Sporty","Hot dogs visible",0.5,0.75,0.416666666666667,0.333333333333333,0.0833333333333333,0.166666666666667
"1296","M682432","1001","Hot dogs","No","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"1297","M803937","1110","Hot dogs","Yes","Sporty","Pizza visible",0.733333333333333,0.666666666666667,0.2,0.466666666666667,0.0666666666666667,0.266666666666667
"1298","M803937","0110","Absent","Yes","Sporty","Pizza visible",0.6,0.533333333333333,0.2,0.333333333333333,0.2,0.266666666666667
"1299","M803937","1001","Hot dogs","No","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"1300","M803937","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.615384615384615,0.846153846153846,0.307692307692308,0.538461538461538,0.0769230769230769,0.0769230769230769
"1301","M803937","0001","Absent","No","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"1302","M803937","1100","Hot dogs","Yes","Lazy","Pizza visible",0.2,0.8,0.7,0.1,0.1,0.1
"1303","M803937","0100","Absent","Yes","Lazy","Pizza visible",0.181818181818182,0.636363636363636,0.545454545454545,0.0909090909090909,0.272727272727273,0.0909090909090909
"1304","M803937","0010","Absent","No","Sporty","Pizza visible",0.454545454545455,0.727272727272727,0.272727272727273,0.454545454545455,0.272727272727273,0
"1305","M803937","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"1306","M803937","0000","Absent","No","Lazy","Pizza visible",0.2,0.2,0.1,0.1,0.7,0.1
"1307","M803937","1000","Hot dogs","No","Lazy","Pizza visible",0.2,0.2,0.1,0.1,0.7,0.1
"1308","M803937","1010","Hot dogs","No","Sporty","Pizza visible",0.666666666666667,0.5,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333
"1309","M803937","0101","Absent","Yes","Lazy","Hot dogs visible",0.181818181818182,0.727272727272727,0.636363636363636,0.0909090909090909,0.181818181818182,0.0909090909090909
"1310","M803937","0011","Absent","No","Sporty","Hot dogs visible",0.647058823529412,0.588235294117647,0.176470588235294,0.411764705882353,0.176470588235294,0.235294117647059
"1311","M803937","0111","Absent","Yes","Sporty","Hot dogs visible",0.647058823529412,0.529411764705882,0.176470588235294,0.352941176470588,0.176470588235294,0.294117647058824
"1312","M803937","1011","Hot dogs","No","Sporty","Hot dogs visible",0.538461538461539,0.692307692307692,0.230769230769231,0.461538461538462,0.230769230769231,0.0769230769230769
"1313","M070070","1001","Hot dogs","No","Lazy","Hot dogs visible",0.166666666666667,0.666666666666667,0.583333333333333,0.0833333333333333,0.25,0.0833333333333333
"1314","M070070","0110","Absent","Yes","Sporty","Pizza visible",0.55,0.45,0.2,0.25,0.25,0.3
"1315","M070070","1100","Hot dogs","Yes","Lazy","Pizza visible",0.142857142857143,0.428571428571429,0.357142857142857,0.0714285714285714,0.5,0.0714285714285714
"1316","M070070","1000","Hot dogs","No","Lazy","Pizza visible",0.25,0.5,0.3125,0.1875,0.4375,0.0625
"1317","M070070","0000","Absent","No","Lazy","Pizza visible",0.230769230769231,0.384615384615385,0.230769230769231,0.153846153846154,0.538461538461538,0.0769230769230769
"1318","M070070","0010","Absent","No","Sporty","Pizza visible",0.421052631578947,0.473684210526316,0.263157894736842,0.210526315789474,0.315789473684211,0.210526315789474
"1319","M070070","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.5,0.6875,0.3125,0.375,0.1875,0.125
