"","P","Pu","K","Ku","C","Cu","S","Su","br","sem","prior","uprior","condition","posterior"
"445",0,0,1,1,1,1,0,1,1,TRUE,2.54652210421876e-07,4.07443536675002e-06,"c01101",8.51258446764804e-06
"446",1,0,1,1,1,1,0,1,1,TRUE,2.54652210421876e-07,4.07443536675002e-06,"c11101",7.14917364226311e-06
"447",0,1,1,1,1,1,0,1,1,TRUE,5.40470547849007e-08,8.64752876558411e-07,"c01101",1.8066998842141e-06
"448",1,1,1,1,1,1,0,1,1,TRUE,5.40470547849007e-08,8.64752876558411e-07,"c11101",1.51733133935903e-06
"449",0,0,0,0,0,0,1,1,1,TRUE,7.42748794846126e-12,1.1883980717538e-10,"c00011",2.28264168346627e-10
"450",1,0,0,0,0,0,1,1,1,TRUE,7.42748794846126e-12,1.1883980717538e-10,"c10011",1.96574625425543e-10
"451",0,1,0,0,0,0,1,1,1,TRUE,1.57640040665514e-12,2.52224065064822e-11,"c00011",4.84464909675104e-11
"452",1,1,0,0,0,0,1,1,1,TRUE,1.57640040665514e-12,2.52224065064822e-11,"c10011",4.17207434881271e-11
"453",0,0,1,0,0,0,1,1,1,TRUE,7.42748794846126e-12,1.1883980717538e-10,"c01011",2.28237275476836e-10
"454",1,0,1,0,0,0,1,1,1,TRUE,7.42748794846126e-12,1.1883980717538e-10,"c11011",1.96558172495619e-10
"455",0,1,1,0,0,0,1,1,1,TRUE,1.57640040665514e-12,2.52224065064822e-11,"c01011",4.84407832597135e-11
"456",1,1,1,0,0,0,1,1,1,TRUE,1.57640040665514e-12,2.52224065064822e-11,"c11011",4.1717251539624e-11
"457",0,0,0,1,0,0,1,1,1,TRUE,9.50596099857869e-16,1.52095375977259e-14,"c00011",2.92140532133151e-14
"458",1,0,0,1,0,0,1,1,1,TRUE,9.50596099857869e-16,1.52095375977259e-14,"c10011",2.51583137606107e-14
"459",0,1,0,1,0,0,1,1,1,TRUE,2.01753283045202e-16,3.22805252872324e-15,"c00011",6.20035275520784e-15
"460",1,1,0,1,0,0,1,1,1,TRUE,2.01753283045202e-16,3.22805252872324e-15,"c10011",5.33956787519264e-15
"461",0,0,1,1,0,0,1,1,1,TRUE,9.50596099857869e-16,1.52095375977259e-14,"c01011",2.92106113690045e-14
"462",1,0,1,1,0,0,1,1,1,TRUE,9.50596099857869e-16,1.52095375977259e-14,"c11011",2.51562080566195e-14
"463",0,1,1,1,0,0,1,1,1,TRUE,2.01753283045202e-16,3.22805252872324e-15,"c01011",6.1996222626364e-15
"464",1,1,1,1,0,0,1,1,1,TRUE,2.01753283045202e-16,3.22805252872324e-15,"c11011",5.33912096330924e-15
"465",0,0,0,0,1,0,1,1,1,TRUE,7.42748794846126e-12,1.1883980717538e-10,"c00111",2.28264168346627e-10
"466",1,0,0,0,1,0,1,1,1,TRUE,7.42748794846126e-12,1.1883980717538e-10,"c10111",1.96574625425543e-10
"467",0,1,0,0,1,0,1,1,1,TRUE,1.57640040665514e-12,2.52224065064822e-11,"c00111",4.84464909675104e-11
"468",1,1,0,0,1,0,1,1,1,TRUE,1.57640040665514e-12,2.52224065064822e-11,"c10111",4.17207434881271e-11
"469",0,0,1,0,1,0,1,1,1,TRUE,7.42748794846126e-12,1.1883980717538e-10,"c01111",2.28237275476836e-10
"470",1,0,1,0,1,0,1,1,1,TRUE,7.42748794846126e-12,1.1883980717538e-10,"c11111",1.96558172495619e-10
"471",0,1,1,0,1,0,1,1,1,TRUE,1.57640040665514e-12,2.52224065064822e-11,"c01111",4.84407832597135e-11
"472",1,1,1,0,1,0,1,1,1,TRUE,1.57640040665514e-12,2.52224065064822e-11,"c11111",4.1717251539624e-11
"473",0,0,0,1,1,0,1,1,1,TRUE,9.50596099857869e-16,1.52095375977259e-14,"c00111",2.92140532133151e-14
"474",1,0,0,1,1,0,1,1,1,TRUE,9.50596099857869e-16,1.52095375977259e-14,"c10111",2.51583137606107e-14
"475",0,1,0,1,1,0,1,1,1,TRUE,2.01753283045202e-16,3.22805252872324e-15,"c00111",6.20035275520784e-15
"476",1,1,0,1,1,0,1,1,1,TRUE,2.01753283045202e-16,3.22805252872324e-15,"c10111",5.33956787519264e-15
"477",0,0,1,1,1,0,1,1,1,TRUE,9.50596099857869e-16,1.52095375977259e-14,"c01111",2.92106113690045e-14
"478",1,0,1,1,1,0,1,1,1,TRUE,9.50596099857869e-16,1.52095375977259e-14,"c11111",2.51562080566195e-14
"479",0,1,1,1,1,0,1,1,1,TRUE,2.01753283045202e-16,3.22805252872324e-15,"c01111",6.1996222626364e-15
"480",1,1,1,1,1,0,1,1,1,TRUE,2.01753283045202e-16,3.22805252872324e-15,"c11111",5.33912096330924e-15
"481",0,0,0,0,0,1,1,1,1,TRUE,0.00198972647188465,0.0318356235501544,"c00011",0.0611489727743161
"482",1,0,0,0,0,1,1,1,1,TRUE,0.00198972647188465,0.0318356235501544,"c10011",0.0526597604229088
"483",0,1,0,0,0,1,1,1,1,TRUE,0.000422296965161857,0.00675675144258971,"c00011",0.012978178654325
"484",1,1,0,0,0,1,1,1,1,TRUE,0.000422296965161857,0.00675675144258971,"c10011",0.0111764392377416
"485",0,0,1,0,0,1,1,1,1,TRUE,0.00198972647188465,0.0318356235501544,"c01011",0.0611417685276987
"486",1,0,1,0,0,1,1,1,1,TRUE,0.00198972647188465,0.0318356235501544,"c11011",0.0526553528990679
"487",0,1,1,0,0,1,1,1,1,TRUE,0.000422296965161857,0.00675675144258971,"c01011",0.0129766496343688
"488",1,1,1,0,0,1,1,1,1,TRUE,0.000422296965161857,0.00675675144258971,"c11011",0.0111755037905995
"489",0,0,0,1,0,1,1,1,1,TRUE,2.54652210421876e-07,4.07443536675002e-06,"c00011",7.82606117073837e-06
"490",1,0,0,1,0,1,1,1,1,TRUE,2.54652210421876e-07,4.07443536675002e-06,"c10011",6.73958183773793e-06
"491",0,1,0,1,0,1,1,1,1,TRUE,5.40470547849007e-08,8.64752876558411e-07,"c00011",1.66099307029045e-06
"492",1,1,0,1,0,1,1,1,1,TRUE,5.40470547849007e-08,8.64752876558411e-07,"c10011",1.43040010612157e-06
"493",0,0,1,1,0,1,1,1,1,TRUE,2.54652210421876e-07,4.07443536675002e-06,"c01011",7.8251391458513e-06
"494",1,0,1,1,0,1,1,1,1,TRUE,2.54652210421876e-07,4.07443536675002e-06,"c11011",6.73901774729413e-06
"495",0,1,1,1,0,1,1,1,1,TRUE,5.40470547849007e-08,8.64752876558411e-07,"c01011",1.66079738092454e-06
"496",1,1,1,1,0,1,1,1,1,TRUE,5.40470547849007e-08,8.64752876558411e-07,"c11011",1.43028038429756e-06
"497",0,0,0,0,1,1,1,1,1,TRUE,0.00198972647188465,0.0318356235501544,"c00111",0.0611489727743161
"498",1,0,0,0,1,1,1,1,1,TRUE,0.00198972647188465,0.0318356235501544,"c10111",0.0526597604229088
"499",0,1,0,0,1,1,1,1,1,TRUE,0.000422296965161857,0.00675675144258971,"c00111",0.012978178654325
"500",1,1,0,0,1,1,1,1,1,TRUE,0.000422296965161857,0.00675675144258971,"c10111",0.0111764392377416
"501",0,0,1,0,1,1,1,1,1,TRUE,0.00198972647188465,0.0318356235501544,"c01111",0.0611417685276987
"502",1,0,1,0,1,1,1,1,1,TRUE,0.00198972647188465,0.0318356235501544,"c11111",0.0526553528990679
"503",0,1,1,0,1,1,1,1,1,TRUE,0.000422296965161857,0.00675675144258971,"c01111",0.0129766496343688
"504",1,1,1,0,1,1,1,1,1,TRUE,0.000422296965161857,0.00675675144258971,"c11111",0.0111755037905995
"505",0,0,0,1,1,1,1,1,1,TRUE,2.54652210421876e-07,4.07443536675002e-06,"c00111",7.82606117073837e-06
"506",1,0,0,1,1,1,1,1,1,TRUE,2.54652210421876e-07,4.07443536675002e-06,"c10111",6.73958183773793e-06
"507",0,1,0,1,1,1,1,1,1,TRUE,5.40470547849007e-08,8.64752876558411e-07,"c00111",1.66099307029045e-06
"508",1,1,0,1,1,1,1,1,1,TRUE,5.40470547849007e-08,8.64752876558411e-07,"c10111",1.43040010612157e-06
"509",0,0,1,1,1,1,1,1,1,TRUE,2.54652210421876e-07,4.07443536675002e-06,"c01111",7.8251391458513e-06
"510",1,0,1,1,1,1,1,1,1,TRUE,2.54652210421876e-07,4.07443536675002e-06,"c11111",6.73901774729413e-06
"511",0,1,1,1,1,1,1,1,1,TRUE,5.40470547849007e-08,8.64752876558411e-07,"c01111",1.66079738092454e-06
"512",1,1,1,1,1,1,1,1,1,TRUE,5.40470547849007e-08,8.64752876558411e-07,"c11111",1.43028038429756e-06
