"","P","K","C","S","sem_food","prior_food","sem_path","prior_path","pChoice"
"51",1,1,0,0,TRUE,0.569916968118322,FALSE,0.999992886530267,0.569912914031219
"52",1,1,0,0,TRUE,0.569916968118322,TRUE,7.11346973285298e-06,4.05408710294902e-06
"53",1,1,0,1,FALSE,0.395396255131395,FALSE,0.999992886530267,0.395393442492102
"54",1,1,0,1,FALSE,0.395396255131395,TRUE,7.11346973285298e-06,2.8126392933606e-06
"55",1,1,0,1,TRUE,0.604603744868604,FALSE,0.999992886530267,0.604599444038165
"56",1,1,0,1,TRUE,0.604603744868604,TRUE,7.11346973285298e-06,4.30083043949238e-06
"57",1,1,1,0,FALSE,0.430083031881678,FALSE,0.589172054016821,0.25339290329151
"58",1,1,1,0,FALSE,0.430083031881678,TRUE,0.410827945983179,0.176690128590168
"59",1,1,1,0,TRUE,0.569916968118322,FALSE,0.589172054016821,0.335779150725311
"60",1,1,1,0,TRUE,0.569916968118322,TRUE,0.410827945983179,0.234137817393011
"61",1,1,1,1,FALSE,0.395396255131395,FALSE,0.589172054016821,0.232956423786323
"62",1,1,1,1,FALSE,0.395396255131395,TRUE,0.410827945983179,0.162439831345072
"63",1,1,1,1,TRUE,0.604603744868604,FALSE,0.589172054016821,0.356215630230498
"64",1,1,1,1,TRUE,0.604603744868604,TRUE,0.410827945983179,0.248388114638107
