"","condObs","node3","condition.x","sem.x","postces.x","postces_norm.x","cat.x","present_causes.x","condition.y","sem.y","postces.y","postces_norm.y","cat.y","present_causes.y","newProb","postces_norm","count","count_norm"
"12","0000","Pu=0","c00001",TRUE,1.53762725166192e-09,1.53762725166192e-09,"Long","Pu","c00000",FALSE,0.0312046824892564,0.0312046824892564,"Pizza","Pu",0.0312046840268836,0.000286999074167398,5,0.172413793103448
"13","0000","Pu=1","c00001",TRUE,0.0235739049149872,0.0235739049149872,"Long","Pu","c00000",FALSE,0.00160663827380148,0.00160663827380148,"Pizza","Pu",0.0251805431887886,0.000270220307900756,NA,NA
"14","0000","S=0","c00001",TRUE,0.0234346637421543,0.0234346637421543,"Long","S","c00000",FALSE,0.0217214780061836,0.0217214780061836,"Pizza","S",0.0451561417483379,0.000329967302781553,NA,NA
"15","0000","Su_f=0",NA,NA,0,0,NA,NA,"c00000",FALSE,0.0180049180996142,0.0180049180996142,"Pizza","Su",0.0180049180996142,0.000251509642957516,NA,NA
"16","0000","Su_f=1",NA,NA,0,0,NA,NA,"c00000",FALSE,0.00381645603923825,0.00381645603923825,"Pizza","Su",0.00381645603923825,0.000218240291421588,NA,NA
"17","0000","Su_p=0","c00001",TRUE,0.019586283222236,0.019586283222236,"Long","Su",NA,NA,0,0,NA,NA,0.019586283222236,0.00025551854286141,NA,NA
"18","0000","Su_p=1","c00001",TRUE,0.0034926787428876,0.0034926787428876,"Long","Su",NA,NA,0,0,NA,NA,0.0034926787428876,0.000217534821598332,NA,NA
"19","0001","br_f=0",NA,NA,0,0,NA,NA,"c00010",FALSE,0.665705951943364,0.665705951943364,"Pizza","br",0.665705951943364,0.334661086444091,NA,NA
"20","0001","br_p=1","c00011",TRUE,0.732963982684032,0.732963982684032,"Long","br",NA,NA,0,0,NA,NA,0.732963982684032,0.655696903536071,NA,NA
"21","0001","C=0","c00011",TRUE,0.0385561077391034,0.0385561077391034,"Long","C","c00010",FALSE,0.0365917721730971,0.0365917721730971,"Pizza","C",0.0751478799122005,0.000911683505264698,NA,NA
"22","0001","Cu_f=0",NA,NA,0,0,NA,NA,"c00010",FALSE,0.0280445593439812,0.0280445593439812,"Pizza","Cu",0.0280445593439812,0.000569215837780774,1,0.0344827586206897
"23","0001","Cu_f=1",NA,NA,0,0,NA,NA,"c00010",FALSE,3.50069688936856e-06,3.50069688936856e-06,"Pizza","Cu",3.50069688936856e-06,0.000430027475857852,NA,NA
"24","0001","Cu_p=0","c00011",TRUE,0.0491175954720633,0.0491175954720633,"Long","Cu",NA,NA,0,0,NA,NA,0.0491175954720633,0.000702742158727763,NA,NA
"25","0001","Cu_p=1","c00011",TRUE,2.75314047502402e-11,2.75314047502402e-11,"Long","Cu",NA,NA,0,0,NA,NA,2.75314047502402e-11,0.000430012422281263,NA,NA
"26","0001","K=0","c00011",TRUE,0.0173994189724704,0.0173994189724704,"Long","K","c00010",FALSE,0.0256149809520654,0.0256149809520654,"Pizza","K",0.0430143999245358,0.00066113502727986,8,0.275862068965517
"27","0001","Ku=0","c00011",TRUE,0.0105390046028645,0.0105390046028645,"Long","Ku","c00010",FALSE,9.97372439772222e-11,9.97372439772222e-11,"Pizza","Ku",0.0105390047026018,0.000477805690228388,3,0.103448275862069
"28","0001","Ku=1","c00011",TRUE,0.0154898724852128,0.0154898724852128,"Long","Ku","c00010",FALSE,0.0263369008547155,0.0263369008547155,"Pizza","Ku",0.0418267733399282,0.000653329653028203,NA,NA
"29","0001","P=0","c00011",TRUE,0.0264311988942379,0.0264311988942379,"Long","P","c00010",FALSE,0.0599040978580857,0.0599040978580857,"Pizza","P",0.0863352967523236,0.0010196014193275,10,0.344827586206897
"30","0001","Pu=0","c00011",TRUE,1.70967832226722e-09,1.70967832226722e-09,"Long","Pu","c00010",FALSE,0.0372180934122664,0.0372180934122664,"Pizza","Pu",0.0372180951219447,0.000623903087766051,7,0.241379310344828
"31","0001","Pu=1","c00011",TRUE,0.0262517239786695,0.0262517239786695,"Long","Pu","c00010",FALSE,0.00175089270852911,0.00175089270852911,"Pizza","Pu",0.0280026166871987,0.000568977143596422,NA,NA
"32","0001","S=1","c00011",TRUE,0.0225941560301799,0.0225941560301799,"Long","S","c00010",FALSE,0.0218263770673496,0.0218263770673496,"Pizza","S",0.0444205330975295,0.000670497133802859,NA,NA
"33","0001","Su_f=0",NA,NA,0,0,NA,NA,"c00010",FALSE,0.0970028728899191,0.0970028728899191,"Pizza","Su",0.0970028728899191,0.00113438147556094,NA,NA
"34","0001","Su_p=0","c00011",TRUE,0.060656937403956,0.060656937403956,"Long","Su",NA,NA,0,0,NA,NA,0.060656937403956,0.000788697989335599,NA,NA
"35","0010","br_f=0",NA,NA,0,0,NA,NA,"c00100",FALSE,0.347607550634804,0.347607550634804,"Pizza","br",0.347607550634804,0.0781442449703648,1,0.0454545454545455
"36","0010","br_p=1","c00101",TRUE,0.573471662006349,0.573471662006349,"Long","br",NA,NA,0,0,NA,NA,0.573471662006349,0.747846338499252,1,0.0454545454545455
"37","0010","C=1","c00101",TRUE,0.0287465667971058,0.0287465667971058,"Long","C","c00100",FALSE,0.0148192256258573,0.0148192256258573,"Pizza","C",0.043565792422963,0.00373646071776541,14,0.636363636363636
"38","0010","Cu_f=0",NA,NA,0,0,NA,NA,"c00100",FALSE,0.377041835388914,0.377041835388914,"Pizza","Cu",0.377041835388914,0.104888644715541,NA,NA
"39","0010","Cu_p=0","c00101",TRUE,0.232940308981664,0.232940308981664,"Long","Cu",NA,NA,0,0,NA,NA,0.232940308981664,0.0248258139476136,NA,NA
"40","0010","K=0","c00101",TRUE,0.0203920516982367,0.0203920516982366,"Long","K","c00100",FALSE,0.037438063639342,0.037438063639342,"Pizza","K",0.0578301153375786,0.00430932836578976,3,0.136363636363636
"41","0010","Ku=0","c00101",TRUE,0.0122680658398366,0.0122680658398366,"Long","Ku","c00100",FALSE,1.41270926130662e-10,1.41270926130662e-10,"Pizza","Ku",0.0122680659811075,0.00273234869401311,1,0.0454545454545455
"42","0010","Ku=1","c00101",TRUE,0.0169614448327472,0.0169614448327472,"Long","Ku","c00100",FALSE,0.0373540318621626,0.0373540318621626,"Pizza","Ku",0.0543154766949097,0.00416050172487838,1,0.0454545454545455
"43","0010","P=0","c00101",TRUE,0.0289245550515814,0.0289245550515814,"Long","P","c00100",FALSE,0.0634742412952126,0.0634742412952126,"Pizza","P",0.092398796346794,0.00608890870121418,1,0.0454545454545455
"44","0010","Pu=0","c00101",TRUE,1.89714573379283e-09,1.89714573379283e-09,"Long","Pu","c00100",FALSE,0.0455401455747608,0.0455401455747608,"Pizza","Pu",0.0455401474719066,0.00381096478584016,NA,NA
"45","0010","Pu=1","c00101",TRUE,0.0289683962995739,0.0289683962995739,"Long","Pu","c00100",FALSE,0.00244045527982389,0.00244045527982389,"Pizza","Pu",0.0314088515793977,0.00330874651995243,NA,NA
"46","0010","S=0","c00101",TRUE,0.0287465667971058,0.0287465667971058,"Long","S","c00100",FALSE,0.0377809382923391,0.0377809382923391,"Pizza","S",0.0665275050894448,0.00470090929905712,NA,NA
"47","0010","Su_f=0",NA,NA,0,0,NA,NA,"c00100",FALSE,0.0299973967662408,0.0299973967662408,"Pizza","Su",0.0299973967662408,0.00326237309776649,NA,NA
"48","0010","Su_f=1",NA,NA,0,0,NA,NA,"c00100",FALSE,0.00650611549927237,0.00650611549927237,"Pizza","Su",0.00650611549927237,0.00257936194958609,NA,NA
"49","0010","Su_p=0","c00101",TRUE,0.0244366319782054,0.0244366319782054,"Long","Su",NA,NA,0,0,NA,NA,0.0244366319782054,0.0030859119664234,NA,NA
"50","0010","Su_p=1","c00101",TRUE,0.00414374782044915,0.00414374782044914,"Long","Su",NA,NA,0,0,NA,NA,0.00414374782044915,0.00251914204494244,NA,NA
"51","0011","br_f=0",NA,NA,0,0,NA,NA,"c00110",FALSE,0.321358041285284,0.321358041285284,"Pizza","br",0.321358041285284,0.0798156054938611,1,0.0476190476190476
"52","0011","br_p=1","c00111",TRUE,0.54254730011331,0.54254730011331,"Long","br",NA,NA,0,0,NA,NA,0.54254730011331,0.728954729904719,1,0.0476190476190476
"53","0011","C=1","c00111",TRUE,0.0303227314557172,0.0303227314557172,"Long","C","c00110",FALSE,0.01596019906037,0.01596019906037,"Pizza","C",0.0462829305160872,0.0050986099064387,7,0.333333333333333
"54","0011","Cu_f=0",NA,NA,0,0,NA,NA,"c00110",FALSE,0.346659401432688,0.346659401432688,"Pizza","Cu",0.346659401432688,0.102794581694299,NA,NA
"55","0011","Cu_p=0","c00111",TRUE,0.22514611225817,0.22514611225817,"Long","Cu",NA,NA,0,0,NA,NA,0.22514611225817,0.0304961288507858,NA,NA
"56","0011","K=0","c00111",TRUE,0.0213772245678837,0.0213772245678837,"Long","K","c00110",FALSE,0.0388612007021908,0.0388612007021908,"Pizza","K",0.0602384252700745,0.00586218782420458,2,0.0952380952380952
"57","0011","Ku=0","c00111",TRUE,0.0128540265295367,0.0128540265295367,"Long","Ku","c00110",FALSE,1.4296745715742e-10,1.4296745715742e-10,"Pizza","Ku",0.0128540266725042,0.00364982381576608,1,0.0476190476190476
"58","0011","Ku=1","c00111",TRUE,0.0172397751334694,0.0172397751334694,"Long","Ku","c00110",FALSE,0.03870684251093,0.03870684251093,"Pizza","Ku",0.0559466176443994,0.00561591654557792,NA,NA
"59","0011","P=0","c00111",TRUE,0.0305783823167529,0.0305783823167529,"Long","P","c00110",FALSE,0.0647005221089524,0.0647005221089524,"Pizza","P",0.0952789044257053,0.00832220858312075,4,0.19047619047619
"60","0011","Pu=0","c00111",TRUE,2.00576278885829e-09,2.00576278885829e-09,"Long","Pu","c00110",FALSE,0.0472482923241735,0.0472482923241735,"Pizza","Pu",0.0472482943299363,0.00514806838451294,4,0.19047619047619
"61","0011","Pu=1","c00111",TRUE,0.0309262287852343,0.0309262287852343,"Long","Pu","c00110",FALSE,0.00245605983958427,0.00245605983958427,"Pizza","Pu",0.0333822886248186,0.00448151660167633,NA,NA
"62","0011","S=1","c00111",TRUE,0.0269725333647149,0.0269725333647149,"Long","S","c00110",FALSE,0.0345861059969022,0.0345861059969022,"Pizza","S",0.0615586393616172,0.00594009438908934,NA,NA
"63","0011","Su_f=0",NA,NA,0,0,NA,NA,"c00110",FALSE,0.0894633345959573,0.0894633345959573,"Pizza","Su",0.0894633345959573,0.00785202904928601,1,0.0476190476190476
"64","0011","Su_p=0","c00111",TRUE,0.0620356834694481,0.0620356834694481,"Long","Su",NA,NA,0,0,NA,NA,0.0620356834694481,0.00596849895666294,NA,NA
"65","0100","br_f=0",NA,NA,0,0,NA,NA,"c01000",FALSE,0.766705158188785,0.766705158188785,"Pizza","br",0.766705158188785,0.945083460997761,3,0.111111111111111
"66","0100","br_p=0","c01001",TRUE,0.0299777110040294,0.0299777110040294,"Long","br",NA,NA,0,0,NA,NA,0.0299777110040294,0.000596902658640315,NA,NA
"67","0100","br_p=1","c01001",TRUE,8.68333696808078e-06,8.68333696808078e-06,"Long","br",NA,NA,0,0,NA,NA,8.68333696808078e-06,0.000442333345236484,5,0.185185185185185
"68","0100","C=0","c01001",TRUE,0.0462628755889992,0.0462628755889992,"Long","C","c01000",FALSE,0.032753484718151,0.032753484718151,"Pizza","C",0.0790163603071501,0.000974710537473029,NA,NA
"69","0100","Cu_f=0",NA,NA,0,0,NA,NA,"c01000",FALSE,0.0236853609297704,0.0236853609297704,"Pizza","Cu",0.0236853609297704,0.000560500732007771,1,0.037037037037037
"70","0100","Cu_f=1",NA,NA,0,0,NA,NA,"c01000",FALSE,2.9908217698643e-06,2.9908217698643e-06,"Pizza","Cu",2.9908217698643e-06,0.000442308166060251,NA,NA
"71","0100","Cu_p=0","c01001",TRUE,0.0581849698394213,0.0581849698394213,"Long","Cu",NA,NA,0,0,NA,NA,0.0581849698394213,0.000791418288394717,NA,NA
"72","0100","Cu_p=1","c01001",TRUE,2.75000824124709e-11,2.75000824124709e-11,"Long","Cu",NA,NA,0,0,NA,NA,2.75000824124709e-11,0.000442294937730783,4,0.148148148148148
"73","0100","K=1","c01001",TRUE,0.371024970416022,0.371024970416022,"Long","K","c01000",FALSE,0.0216650042519247,0.0216650042519247,"Pizza","K",0.392689974667946,0.0224462016177817,1,0.037037037037037
"74","0100","Ku=0","c01001",TRUE,1.09672015060703e-07,1.09672015060703e-07,"Long","Ku","c01000",FALSE,8.25128377900124e-11,8.25128377900124e-11,"Pizza","Ku",1.09754527898493e-07,0.000442295423048138,NA,NA
"75","0100","Ku=1","c01001",TRUE,0.372251435946447,0.372251435946447,"Long","Ku","c01000",FALSE,0.0216944648344897,0.0216944648344897,"Pizza","Ku",0.393945900780937,0.0227298870359791,NA,NA
"76","0100","P=0","c01001",TRUE,0.0306238364135735,0.0306238364135735,"Long","P","c01000",FALSE,0.0567033874267088,0.0567033874267088,"Pizza","P",0.0873272238402822,0.00105917880818793,3,0.111111111111111
"77","0100","Pu=0","c01001",TRUE,2.0104778599509e-09,2.0104778599509e-09,"Long","Pu","c01000",FALSE,0.0316109836772257,0.0316109836772257,"Pizza","Pu",0.0316109856877036,0.000606731768331165,5,0.185185185185185
"78","0100","Pu=1","c01001",TRUE,0.0305264934942247,0.0305264934942247,"Long","Pu","c01000",FALSE,0.0015677344667808,0.0015677344667808,"Pizza","Pu",0.0320942279610055,0.000609670848440537,2,0.0740740740740741
"79","0100","S=0","c01001",TRUE,0.0301961819083411,0.0301961819083411,"Long","S","c01000",FALSE,0.0219399239285831,0.0219399239285831,"Pizza","S",0.0521361058369243,0.000744965566295322,NA,NA
"80","0100","Su_f=0",NA,NA,0,0,NA,NA,"c01000",FALSE,0.0178948786105983,0.0178948786105983,"Pizza","Su",0.0178948786105983,0.000528966829276136,NA,NA
"81","0100","Su_f=1",NA,NA,0,0,NA,NA,"c01000",FALSE,0.00377662806269966,0.00377662806269966,"Pizza","Su",0.00377662806269966,0.000459318201730507,2,0.0740740740740741
"82","0100","Su_p=0","c01001",TRUE,0.0264696128796034,0.0264696128796034,"Long","Su",NA,NA,0,0,NA,NA,0.0264696128796034,0.000576325766694131,NA,NA
"83","0100","Su_p=1","c01001",TRUE,0.00447311746237717,0.00447311746237717,"Long","Su",NA,NA,0,0,NA,NA,0.00447311746237717,0.000462528470931256,1,0.037037037037037
"84","0101","br_f=0",NA,NA,0,0,NA,NA,"c01010",FALSE,0.667570381818257,0.667570381818257,"Pizza","br",0.667570381818257,0.880674564747165,2,0.0833333333333333
"85","0101","br_p=0","c01011",TRUE,0.0318014301575522,0.0318014301575522,"Long","br",NA,NA,0,0,NA,NA,0.0318014301575522,0.00152653223219149,1,0.0416666666666667
"86","0101","br_p=1","c01011",TRUE,7.7799867769972e-06,7.7799867769972e-06,"Long","br",NA,NA,0,0,NA,NA,7.7799867769972e-06,0.00111077963911813,1,0.0416666666666667
"87","0101","C=0","c01011",TRUE,0.0475097360733832,0.0475097360733832,"Long","C","c01010",FALSE,0.0385044337182983,0.0385044337182983,"Pizza","C",0.0860141697916815,0.00262511851712542,NA,NA
"88","0101","Cu_f=0",NA,NA,0,0,NA,NA,"c01010",FALSE,0.0290805456494051,0.0290805456494051,"Pizza","Cu",0.0290805456494051,0.00148555702507542,NA,NA
"89","0101","Cu_f=1",NA,NA,0,0,NA,NA,"c01010",FALSE,3.51729257800343e-06,3.51729257800343e-06,"Pizza","Cu",3.51729257800343e-06,0.00111073229098805,NA,NA
"90","0101","Cu_p=0","c01011",TRUE,0.0598531989320684,0.0598531989320684,"Long","Cu",NA,NA,0,0,NA,NA,0.0598531989320684,0.00202084620247318,NA,NA
"91","0101","Cu_p=1","c01011",TRUE,2.93269654715064e-11,2.93269654715064e-11,"Long","Cu",NA,NA,0,0,NA,NA,2.93269654715064e-11,0.00111069322429641,5,0.208333333333333
"92","0101","K=1","c01011",TRUE,0.344758488074716,0.344758488074716,"Long","K","c01010",FALSE,0.0260254625084954,0.0260254625084954,"Pizza","K",0.370783950583211,0.0452781172254679,NA,NA
"93","0101","Ku=0","c01011",TRUE,1.28250861880473e-07,1.28250861880473e-07,"Long","Ku","c01010",FALSE,9.90055457801216e-11,9.90055457801216e-11,"Pizza","Ku",1.28349867426253e-07,0.00111069464954487,NA,NA
"94","0101","Ku=1","c01011",TRUE,0.352689496608201,0.352689496608201,"Long","Ku","c01010",FALSE,0.0262334144344507,0.0262334144344507,"Pizza","Ku",0.378922911042652,0.0491174052100466,NA,NA
"95","0101","P=0","c01011",TRUE,0.0313084225430966,0.0313084225430966,"Long","P","c01010",FALSE,0.0595155118090622,0.0595155118090622,"Pizza","P",0.0908239343521589,0.00275446626330996,9,0.375
"96","0101","Pu=0","c01011",TRUE,2.0776607407066e-09,2.0776607407066e-09,"Long","Pu","c01010",FALSE,0.0374636410384982,0.0374636410384982,"Pizza","Pu",0.0374636431161589,0.00161546166684957,5,0.208333333333333
"97","0101","Pu=1","c01011",TRUE,0.031469137077315,0.031469137077315,"Long","Pu","c01010",FALSE,0.00178086910061533,0.00178086910061533,"Pizza","Pu",0.0332500061779304,0.00154880614987544,NA,NA
"98","0101","S=1","c01011",TRUE,0.028054083278629,0.028054083278629,"Long","S","c01010",FALSE,0.0218402671536555,0.0218402671536555,"Pizza","S",0.0498943504322844,0.00182928988545584,NA,NA
"99","0101","Su_f=0",NA,NA,0,0,NA,NA,"c01010",FALSE,0.0919819553776783,0.0919819553776783,"Pizza","Su",0.0919819553776783,0.00278654896547143,1,0.0416666666666667
"100","0101","Su_p=0","c01011",TRUE,0.0725480969104119,0.0725480969104119,"Long","Su",NA,NA,0,0,NA,NA,0.0725480969104119,0.00229438610554489,NA,NA
"101","0110","br_f=0",NA,NA,0,0,NA,NA,"c01100",FALSE,0.347260196700436,0.347260196700435,"Pizza","br",0.347260196700436,0.213238997301699,NA,NA
"102","0110","br_p=0","c01101",TRUE,0.0322526257934375,0.0322526257934375,"Long","br",NA,NA,0,0,NA,NA,0.0322526257934375,0.00913705278141756,NA,NA
"103","0110","br_p=1","c01101",TRUE,5.4550743136989e-06,5.4550743136989e-06,"Long","br",NA,NA,0,0,NA,NA,5.4550743136989e-06,0.00661848289321888,1,0.0714285714285714
"104","0110","C=1","c01101",TRUE,0.0322531418089539,0.0322531418089539,"Long","C","c01100",FALSE,0.0145181504549454,0.0145181504549454,"Pizza","C",0.0467712922638994,0.0105647664559097,6,0.428571428571429
"105","0110","Cu_f=0",NA,NA,0,0,NA,NA,"c01100",FALSE,0.376971592111059,0.376971592111059,"Pizza","Cu",0.376971592111059,0.28701300945513,1,0.0714285714285714
"106","0110","Cu_p=0","c01101",TRUE,0.26067573133452,0.26067573133452,"Long","Cu",NA,NA,0,0,NA,NA,0.26067573133452,0.0897088060133871,NA,NA
"107","0110","K=1","c01101",TRUE,0.273451000132843,0.273451000132843,"Long","K","c01100",FALSE,0.0376402207289364,0.0376402207289364,"Pizza","K",0.31109122086178,0.148520624088673,1,0.0714285714285714
"108","0110","Ku=0","c01101",TRUE,1.44357900472104e-07,1.44357900472104e-07,"Long","Ku","c01100",FALSE,1.37753819148092e-10,1.37753819148092e-10,"Pizza","Ku",1.44495654291252e-07,0.00661813142281142,2,0.142857142857143
"109","0110","Ku=1","c01101",TRUE,0.272392102494155,0.272392102494155,"Long","Ku","c01100",FALSE,0.037431953006826,0.037431953006826,"Pizza","Ku",0.309824055500981,0.146650496018067,NA,NA
"110","0110","P=0","c01101",TRUE,0.032148606094285,0.032148606094285,"Long","P","c01100",FALSE,0.0619386575641535,0.0619386575641535,"Pizza","P",0.0940872636584385,0.0169570598819375,3,0.214285714285714
"111","0110","Pu=0","c01101",TRUE,2.14987413719218e-09,2.14987413719218e-09,"Long","Pu","c01100",FALSE,0.0463116274836321,0.0463116274836321,"Pizza","Pu",0.0463116296335062,0.0105163156130426,NA,NA
"112","0110","Pu=1","c01101",TRUE,0.0321129853119634,0.0321129853119634,"Long","Pu","c01100",FALSE,0.00241714534192329,0.00241714534192329,"Pizza","Pu",0.0345301306538867,0.00934753740319295,NA,NA
"113","0110","S=0","c01101",TRUE,0.0322531418089539,0.0322531418089539,"Long","S","c01100",FALSE,0.0378039741501736,0.0378039741501736,"Pizza","S",0.0700571159591276,0.0133348749808398,NA,NA
"114","0110","Su_f=0",NA,NA,0,0,NA,NA,"c01100",FALSE,0.0311791893643837,0.0311791893643837,"Pizza","Su",0.0311791893643837,0.0090394968654414,NA,NA
"115","0110","Su_f=1",NA,NA,0,0,NA,NA,"c01100",FALSE,0.00652729295577741,0.00652729295577741,"Pizza","Su",0.00652729295577741,0.00706451631949209,NA,NA
"116","0110","Su_p=0","c01101",TRUE,0.02764449778707,0.02764449778707,"Long","Su",NA,NA,0,0,NA,NA,0.02764449778707,0.0087255595741441,NA,NA
"117","0110","Su_p=1","c01101",TRUE,0.0048105658517297,0.0048105658517297,"Long","Su",NA,NA,0,0,NA,NA,0.0048105658517297,0.00694427293159587,NA,NA
"118","0111","br_f=0",NA,NA,0,0,NA,NA,"c01110",FALSE,0.322360802812002,0.322360802812002,"Pizza","br",0.322360802812002,0.199959852040903,NA,NA
"119","0111","br_p=0","c01111",TRUE,0.0333230766964549,0.0333230766964549,"Long","br",NA,NA,0,0,NA,NA,0.0333230766964549,0.0111088195340564,NA,NA
"120","0111","br_p=1","c01111",TRUE,5.17716569268192e-06,5.17716569268192e-06,"Long","br",NA,NA,0,0,NA,NA,5.17716569268192e-06,0.00796104561691617,NA,NA
"121","0111","C=1","c01111",TRUE,0.0333236287845104,0.0333236287845104,"Long","C","c01110",FALSE,0.015725350788621,0.015725350788621,"Pizza","C",0.0490489795731314,0.0130006372333854,7,0.4375
"122","0111","Cu_f=0",NA,NA,0,0,NA,NA,"c01110",FALSE,0.345988844950674,0.345988844950674,"Pizza","Cu",0.345988844950674,0.25325503589075,NA,NA
"123","0111","Cu_p=0","c01111",TRUE,0.247466679791796,0.247466679791796,"Long","Cu",NA,NA,0,0,NA,NA,0.247466679791796,0.0945544043640315,NA,NA
"124","0111","K=1","c01111",TRUE,0.262990951255988,0.262990951255988,"Long","K","c01110",FALSE,0.0387014904609738,0.0387014904609738,"Pizza","K",0.301692441716962,0.162622732831171,1,0.0625
"125","0111","Ku=0","c01111",TRUE,1.56028823405905e-07,1.56028823405905e-07,"Long","Ku","c01110",FALSE,1.40648369740869e-10,1.40648369740869e-10,"Pizza","Ku",1.56169471775645e-07,0.00796064590315149,1,0.0625
"126","0111","Ku=1","c01111",TRUE,0.25741680879588,0.25741680879588,"Long","Ku","c01110",FALSE,0.0386445832399438,0.0386445832399438,"Pizza","Ku",0.296061392035823,0.153718421786874,NA,NA
"127","0111","P=0","c01111",TRUE,0.0337026008131735,0.0337026008131735,"Long","P","c01110",FALSE,0.0635802763057975,0.0635802763057975,"Pizza","P",0.097282877118971,0.0210591964281842,2,0.125
"128","0111","Pu=0","c01111",TRUE,2.1911097641591e-09,2.1911097641591e-09,"Long","Pu","c01110",FALSE,0.0477767130558784,0.0477767130558784,"Pizza","Pu",0.0477767152469881,0.0128362824939955,5,0.3125
"129","0111","Pu=1","c01111",TRUE,0.0333257736273521,0.0333257736273521,"Long","Pu","c01110",FALSE,0.0025527187585398,0.0025527187585398,"Pizza","Pu",0.0358784923858919,0.0113963542581988,NA,NA
"130","0111","S=1","c01111",TRUE,0.0297312816437825,0.0297312816437825,"Long","S","c01110",FALSE,0.0346036323239198,0.0346036323239198,"Pizza","S",0.0643349139677023,0.0151478365254699,NA,NA
"131","0111","Su_f=0",NA,NA,0,0,NA,NA,"c01110",FALSE,0.0900655871630022,0.0900655871630022,"Pizza","Su",0.0900655871630022,0.0195928450302299,NA,NA
"132","0111","Su_p=0","c01111",TRUE,0.0687138632054365,0.0687138632054365,"Long","Su",NA,NA,0,0,NA,NA,0.0687138632054365,0.0158258900626826,NA,NA
"133","1000","br_f=0",NA,NA,0,0,NA,NA,"c10000",FALSE,0.477497539383462,0.477497539383462,"Pizza","br",0.477497539383462,0.042865365310603,NA,NA
"134","1000","br_p=1","c10001",TRUE,0.786446262710078,0.786446262710078,"Long","br",NA,NA,0,0,NA,NA,0.786446262710078,0.941572545007272,1,0.0416666666666667
"135","1000","C=0","c10001",TRUE,0.0352879813520262,0.0352879813520262,"Long","C","c10000",FALSE,0.0414953646134709,0.041495364613471,"Pizza","C",0.0767833459654972,0.000779519348015291,1,0.0416666666666667
"136","1000","Cu_f=0",NA,NA,0,0,NA,NA,"c10000",FALSE,0.031745568634234,0.031745568634234,"Pizza","Cu",0.031745568634234,0.000496855746728786,NA,NA
"137","1000","Cu_f=1",NA,NA,0,0,NA,NA,"c10000",FALSE,3.88542992632362e-06,3.88542992632362e-06,"Pizza","Cu",3.88542992632362e-06,0.000361724511407406,NA,NA
"138","1000","Cu_p=0","c10001",TRUE,0.0454915674560151,0.0454915674560151,"Long","Cu",NA,NA,0,0,NA,NA,0.0454915674560151,0.000570070321432773,1,0.0416666666666667
"139","1000","Cu_p=1","c10001",TRUE,2.62698645468626e-11,2.62698645468626e-11,"Long","Cu",NA,NA,0,0,NA,NA,2.62698645468626e-11,0.000361710457223047,NA,NA
"140","1000","K=0","c10001",TRUE,0.015429891579717,0.015429891579717,"Long","K","c10000",FALSE,0.0294232083168236,0.0294232083168236,"Pizza","K",0.0448530998965406,0.000566442201872178,9,0.375
