"","index","pA.x","peA.x","pB.x","peB.x","V5","V6","V7","V8","V9","structure.x","s","run","pgroup.x","pA.y","peA.y","pB.y","peB.y","E","Pr","structure.y","pgroup.y","cond","group"
"13",2,-0.190117938861468,0.049411179072677,0.393041028205789,0.764425370039975,9036,4933,7941,5036,5703,"disjunctive",0,9,1,1,0,0,0,0,0.005,"disjunctive",1,0.5,4
"14",2,-0.188320822052841,0.061857769330044,0.38176698800459,0.765726466407917,8988,4978,7944,4969,5767,"disjunctive",0,10,1,1,0,0,0,0,0.005,"disjunctive",1,0.5,4
"15",2,-0.182792769190921,0.065927150907936,0.385964127752107,0.771428238516818,8992,5010,7996,4958,5699,"disjunctive",0,1,1,1,0,0,0,0,0.005,"disjunctive",1,0.5,4
"16",2,-0.19088728767565,0.075017985288988,0.373649321718086,0.761990832771257,8958,5043,7940,4944,5769,"disjunctive",0,3,1,1,0,0,0,0,0.005,"disjunctive",1,0.5,4
"17",2,-0.184278025274508,0.0625947133792441,0.38740397987677,0.761266586264197,9017,5044,7985,5004,5684,"disjunctive",0,2,1,1,0,0,0,0,0.005,"disjunctive",1,0.5,4
"18",2,-0.173242446999521,0.0617109747734074,0.382804616226299,0.774306971210658,8973,4961,8039,5083,5636,"disjunctive",0,4,1,1,0,0,0,0,0.005,"disjunctive",1,0.5,4
"19",2,-0.178566634575161,0.0532891195001291,0.38010517103389,0.780479439174263,9045,5087,8021,4945,5724,"disjunctive",0,8,1,1,0,0,0,0,0.005,"disjunctive",1,0.5,4
"20",2,-0.175867894070904,0.0650625532850579,0.387208549562838,0.758896097275732,9012,5004,7971,4988,5753,"disjunctive",0,5,1,1,0,0,0,0,0.005,"disjunctive",1,0.5,4
"21",3,0.189848059498699,-0.0595863386468636,0.370376762038289,0.760397786589338,999,5043,7971,4952,5750,"disjunctive",0,1,1,0,1,0,0,0,0.045,"disjunctive",1,0.25,1
"22",3,0.194912658253671,-0.062610033164534,0.386200344833306,0.759264771629326,997,4920,8025,5008,5689,"disjunctive",0,7,1,0,1,0,0,0,0.045,"disjunctive",1,0.25,1
"23",3,0.183781638135501,-0.0607967020544241,0.383468036883465,0.775158714227924,1004,5021,7985,5025,5683,"disjunctive",0,6,1,0,1,0,0,0,0.045,"disjunctive",1,0.25,1
"24",3,0.179257838844056,-0.0497538294982957,0.383492782482336,0.766808370049755,988,5067,8029,4982,5753,"disjunctive",0,2,1,0,1,0,0,0,0.045,"disjunctive",1,0.25,1
"25",3,0.189616758337834,-0.0691431307955031,0.386202621154653,0.768437155636007,982,5096,7990,4997,5734,"disjunctive",0,4,1,0,1,0,0,0,0.045,"disjunctive",1,0.25,1
"26",3,0.178619319442297,-0.0673768837966199,0.374790976936852,0.768485962713954,1029,4947,8033,4994,5656,"disjunctive",0,9,1,0,1,0,0,0,0.045,"disjunctive",1,0.25,1
"27",3,0.182359116044811,-0.06419467572765,0.383774552349184,0.772064958383013,1020,5014,8020,4995,5662,"disjunctive",0,5,1,0,1,0,0,0,0.045,"disjunctive",1,0.25,1
"28",3,0.18308358364819,-0.0516441809134759,0.380861799593781,0.765988106236293,1042,4921,8052,4956,5682,"disjunctive",0,10,1,0,1,0,0,0,0.045,"disjunctive",1,0.25,1
"29",3,0.191111931985103,-0.0451449309320763,0.37098750225573,0.772375916801507,1017,5017,8082,5003,5657,"disjunctive",0,3,1,0,1,0,0,0,0.045,"disjunctive",1,0.25,1
"30",3,0.171642194486509,-0.0620037079078108,0.377857407402101,0.765433550519759,995,5050,8005,4966,5758,"disjunctive",0,8,1,0,1,0,0,0,0.045,"disjunctive",1,0.25,1
"31",4,0.18013655072412,0.0567045145834289,-0.38763193050246,-0.770641345924211,9019,4960,8022,5068,4356,"disjunctive",0,10,1,1,1,0,0,1,0.005,"disjunctive",1,0.5,5
"32",4,0.176533870674519,0.0734609427993918,-0.370406517460812,-0.783035141343405,8991,4910,8091,4906,4299,"disjunctive",0,1,1,1,1,0,0,1,0.005,"disjunctive",1,0.5,5
"33",4,0.183941897533134,0.0468950998388727,-0.379636605228774,-0.771243861750201,8978,5027,8038,5072,4361,"disjunctive",0,2,1,1,1,0,0,1,0.005,"disjunctive",1,0.5,5
"34",4,0.18838832267106,0.0585540371013385,-0.384252861339124,-0.771105058141375,9001,4950,8015,4973,4307,"disjunctive",0,7,1,1,1,0,0,1,0.005,"disjunctive",1,0.5,5
"35",4,0.167343512332771,0.0656940247951857,-0.376414583965873,-0.781978080088475,8987,5003,8058,4983,4341,"disjunctive",0,6,1,1,1,0,0,1,0.005,"disjunctive",1,0.5,5
"36",4,0.182808059821552,0.0512532497336527,-0.374729847501029,-0.772129146698414,8971,5005,7986,4911,4233,"disjunctive",0,8,1,1,1,0,0,1,0.005,"disjunctive",1,0.5,5
"37",4,0.177138823754087,0.0633446476051975,-0.384172398896945,-0.771778115482092,9041,4941,8035,5003,4333,"disjunctive",0,4,1,1,1,0,0,1,0.005,"disjunctive",1,0.5,5
"38",4,0.18814409646566,0.0591859032427357,-0.371722576581353,-0.763619626425228,8965,4965,8054,4962,4293,"disjunctive",0,9,1,1,1,0,0,1,0.005,"disjunctive",1,0.5,5
"39",4,0.175561871325842,0.0482251787188537,-0.378708441071447,-0.778853415676144,9003,4956,8003,5028,4327,"disjunctive",0,5,1,1,1,0,0,1,0.005,"disjunctive",1,0.5,5
"40",4,0.185675991996387,0.0874764414164421,-0.382508247205824,-0.760558019125745,8941,5064,8011,5015,4298,"disjunctive",0,3,1,1,1,0,0,1,0.005,"disjunctive",1,0.5,5
"41",5,0.18392955207534,0.0567991173010835,-0.384607001664567,0.777111406245209,954,4965,1997,4938,5765,"disjunctive",0,6,1,0,0,1,0,0,0.18,"disjunctive",1,0.5,2
"42",5,0.172937867018946,0.0755550849979189,-0.394366490050608,0.772892779269453,959,4981,1976,5045,5656,"disjunctive",0,9,1,0,0,1,0,0,0.18,"disjunctive",1,0.5,2
"43",5,0.177279447725893,0.0457588354515624,-0.3873897704062,0.772865293421319,979,5006,2000,5048,5660,"disjunctive",0,5,1,0,0,1,0,0,0.18,"disjunctive",1,0.5,2
"44",5,0.173562930839348,0.0518178201469932,-0.384165847561528,0.768547665067418,929,4961,2013,5017,5739,"disjunctive",0,10,1,0,0,1,0,0,0.18,"disjunctive",1,0.5,2
"45",5,0.179783019795459,0.0629947828496785,-0.381530851405582,0.761132709851848,982,5066,2049,4949,5814,"disjunctive",0,1,1,0,0,1,0,0,0.18,"disjunctive",1,0.5,2
"46",5,0.172533325528163,0.0569594125671451,-0.382537452776923,0.780172391400495,1003,4941,1960,5019,5643,"disjunctive",0,3,1,0,0,1,0,0,0.18,"disjunctive",1,0.5,2
"47",5,0.175062514831143,0.0468873933108489,-0.384038118990935,0.773392723067772,950,5048,1969,4935,5784,"disjunctive",0,2,1,0,0,1,0,0,0.18,"disjunctive",1,0.5,2
"48",5,0.189070079706596,0.0670015476393662,-0.390057638032412,0.765781092797085,973,4993,2001,5040,5660,"disjunctive",0,7,1,0,0,1,0,0,0.18,"disjunctive",1,0.5,2
"49",5,0.196693429519299,0.0579279206769,-0.382101337128566,0.766643186702408,1001,5051,1992,4956,5734,"disjunctive",0,8,1,0,0,1,0,0,0.18,"disjunctive",1,0.5,2
"50",5,0.174944697427424,0.0498645248612815,-0.389209976415335,0.76824478007188,957,5029,2034,4963,5761,"disjunctive",0,4,1,0,0,1,0,0,0.18,"disjunctive",1,0.5,2
"51",6,-0.189075424148473,0.0789956975193093,-0.381964146164435,0.767438841243476,8988,5096,1944,4992,5686,"disjunctive",0,1,1,1,0,1,0,0,0.02,"disjunctive",1,1,6
"52",6,-0.191325090459349,0.0520098389532525,-0.377504453757057,0.77008220018433,9006,5027,1944,4934,5754,"disjunctive",0,6,1,1,0,1,0,0,0.02,"disjunctive",1,1,6
"53",6,-0.181193562063078,0.0586716205111049,-0.385447563746961,0.77199321995939,8982,5052,1953,5042,5599,"disjunctive",0,4,1,1,0,1,0,0,0.02,"disjunctive",1,1,6
"54",6,-0.185934557168082,0.0558987531071556,-0.398042523084877,0.76062222380339,9023,4985,2039,5101,5666,"disjunctive",0,9,1,1,0,1,0,0,0.02,"disjunctive",1,1,6
"55",6,-0.198241627085166,0.0646812000863418,-0.378699011078565,0.769922463960283,9003,5029,1978,5051,5642,"disjunctive",0,5,1,1,0,1,0,0,0.02,"disjunctive",1,1,6
"56",6,-0.187361826433293,0.0573290717454442,-0.377104343778003,0.774785422900059,9017,4970,1966,4985,5708,"disjunctive",0,10,1,1,0,1,0,0,0.02,"disjunctive",1,1,6
"57",6,-0.18097047512657,0.0437868962619085,-0.391153376497061,0.763664450211463,8995,4907,2027,5045,5640,"disjunctive",0,7,1,1,0,1,0,0,0.02,"disjunctive",1,1,6
"58",6,-0.18684158172628,0.0582474320717703,-0.38684988793938,0.768961731973637,9016,4981,2011,5023,5706,"disjunctive",0,3,1,1,0,1,0,0,0.02,"disjunctive",1,1,6
"59",6,-0.181929660683214,0.0633408991928612,-0.386939113147694,0.775031076702019,9032,5029,1977,5026,5667,"disjunctive",0,2,1,1,0,1,0,0,0.02,"disjunctive",1,1,6
"60",6,-0.187897978495882,0.0548559320606488,-0.39383653267959,0.761803968649252,8999,5079,2059,5035,5678,"disjunctive",0,8,1,1,0,1,0,0,0.02,"disjunctive",1,1,6
"61",7,0.175425019814857,-0.0737762743032435,-0.384030904701254,0.768489992803694,1010,5034,2026,4990,5700,"disjunctive",0,9,1,0,1,1,0,0,0.18,"disjunctive",1,0.5,2
"62",7,0.18644295032212,-0.0606569491869713,-0.392576843849797,0.763857923823313,1043,4963,2042,5057,5643,"disjunctive",0,1,1,0,1,1,0,0,0.18,"disjunctive",1,0.5,2
"63",7,0.187821291742653,-0.075126302115457,-0.368822242257077,0.76601420471123,1027,5030,1969,4954,5726,"disjunctive",0,10,1,0,1,1,0,0,0.18,"disjunctive",1,0.5,2
"64",7,0.179576913281897,-0.0523097492323067,-0.381615058429406,0.767576449550967,1011,5015,1988,4974,5716,"disjunctive",0,7,1,0,1,1,0,0,0.18,"disjunctive",1,0.5,2
"65",7,0.193707210013654,-0.0409657558986437,-0.38248442437806,0.768526601371322,949,4952,1981,4911,5769,"disjunctive",0,6,1,0,1,1,0,0,0.18,"disjunctive",1,0.5,2
"66",7,0.190580681458011,-0.061340427735525,-0.388557479135163,0.764258657926496,1011,5023,1954,5081,5674,"disjunctive",0,8,1,0,1,1,0,0,0.18,"disjunctive",1,0.5,2
"67",7,0.178528169345693,-0.049466034517682,-0.384851593369918,0.77664267071609,985,5012,1950,5077,5595,"disjunctive",0,4,1,0,1,1,0,0,0.18,"disjunctive",1,0.5,2
"68",7,0.182532193021871,-0.0753795803693875,-0.37551009795995,0.765476691293591,1046,4921,1959,4944,5703,"disjunctive",0,5,1,0,1,1,0,0,0.18,"disjunctive",1,0.5,2
"69",7,0.195566168062989,-0.0667895726613375,-0.377982272670351,0.763522414523368,1016,4987,2005,4963,5767,"disjunctive",0,2,1,0,1,1,0,0,0.18,"disjunctive",1,0.5,2
"70",7,0.176813322465359,-0.0633468556710381,-0.379460874520819,0.771048899709324,963,5032,2004,4956,5732,"disjunctive",0,3,1,0,1,1,0,0,0.18,"disjunctive",1,0.5,2
"71",8,0.176698230204357,0.0642665049327317,0.382545855556166,-0.77266134826909,8982,4970,1924,5051,4371,"disjunctive",0,4,1,1,1,1,0,1,0.02,"disjunctive",1,0.333333333333333,7
"72",8,0.187093323342414,0.0506622653221001,0.379896894452304,-0.763302888500775,9001,4956,2005,4969,4260,"disjunctive",0,9,1,1,1,1,0,1,0.02,"disjunctive",1,0.333333333333333,7
"73",8,0.170408273119399,0.0415383730127932,0.389021825297863,-0.782868153633394,9010,5083,2012,4979,4322,"disjunctive",0,10,1,1,1,1,0,1,0.02,"disjunctive",1,0.333333333333333,7
"74",8,0.179399309525066,0.0574795406743782,0.389246114816376,-0.771179744518756,9031,4991,2023,5050,4373,"disjunctive",0,1,1,1,1,1,0,1,0.02,"disjunctive",1,0.333333333333333,7
"75",8,0.193277491851504,0.0606147059823796,0.390564159084231,-0.762568747562631,9008,4896,2026,5094,4388,"disjunctive",0,5,1,1,1,1,0,1,0.02,"disjunctive",1,0.333333333333333,7
"76",8,0.182260430768667,0.0565040383907333,0.388640780576803,-0.770894791865439,8990,5073,2037,4988,4289,"disjunctive",0,2,1,1,1,1,0,1,0.02,"disjunctive",1,0.333333333333333,7
"77",8,0.17859911140492,0.0594297490524799,0.379182962400471,-0.760033424682448,8970,5002,2009,4946,4240,"disjunctive",0,7,1,1,1,1,0,1,0.02,"disjunctive",1,0.333333333333333,7
"78",8,0.177363959845024,0.0409890947561214,0.376575370075236,-0.768473884756703,8955,4991,1975,4963,4345,"disjunctive",0,6,1,1,1,1,0,1,0.02,"disjunctive",1,0.333333333333333,7
"79",8,0.168930007012776,0.0601879113723296,0.365197930598056,-0.775744389721544,9001,4960,1928,4958,4278,"disjunctive",0,3,1,1,1,1,0,1,0.02,"disjunctive",1,0.333333333333333,7
"80",8,0.182352015801409,0.0661968259301775,0.37806179327102,-0.76505123941129,8972,4957,1977,4961,4262,"disjunctive",0,8,1,1,1,1,0,1,0.02,"disjunctive",1,0.333333333333333,7
"81",9,0.177789291885349,0.063564934063307,0.38793450569839,-0.767278510344969,998,5021,8011,4925,5681,"disjunctive",0,3,1,0,0,0,1,0,0.045,"disjunctive",1,0.25,1
"82",9,0.172796165106372,0.0562724476589385,0.397953856178691,-0.767009006725245,1024,5071,8012,4838,5541,"disjunctive",0,8,1,0,0,0,1,0,0.045,"disjunctive",1,0.25,1
"83",9,0.175354407586543,0.0666291768412949,0.395222569829273,-0.766061221895896,1026,5032,7936,4950,5660,"disjunctive",0,5,1,0,0,0,1,0,0.045,"disjunctive",1,0.25,1
"84",9,0.191063822530812,0.0609359247637649,0.377297559608569,-0.762965945127997,1052,5044,8014,5089,5784,"disjunctive",0,4,1,0,0,0,1,0,0.045,"disjunctive",1,0.25,1
"85",9,0.180944847200626,0.0466191721193706,0.385145068496812,-0.766876414607621,1018,5038,7998,5021,5733,"disjunctive",0,9,1,0,0,0,1,0,0.045,"disjunctive",1,0.25,1
"86",9,0.190875105126827,0.0888328127195673,0.380137665955885,-0.763030086709666,995,4981,8015,4906,5632,"disjunctive",0,6,1,0,0,0,1,0,0.045,"disjunctive",1,0.25,1
"87",9,0.171133545103212,0.0553833935924751,0.376130045482479,-0.766240628433295,997,5091,8056,5008,5677,"disjunctive",0,10,1,0,0,0,1,0,0.045,"disjunctive",1,0.25,1
"88",9,0.171166803900374,0.0747278694948312,0.378446717439197,-0.770753413162683,999,4964,8035,4999,5697,"disjunctive",0,1,1,0,0,0,1,0,0.045,"disjunctive",1,0.25,1
"89",9,0.185478274311638,0.0509268802967297,0.386855652914629,-0.768828894699342,1032,4951,7976,5020,5710,"disjunctive",0,2,1,0,0,0,1,0,0.045,"disjunctive",1,0.25,1
"90",9,0.183166417562718,0.0567108194055063,0.390558891865295,-0.764048852050385,976,5061,7927,4957,5660,"disjunctive",0,7,1,0,0,0,1,0,0.045,"disjunctive",1,0.25,1
"91",10,-0.165163616310611,0.0507861232253772,0.391616960518723,-0.782570457935635,9039,5062,8039,4967,5634,"disjunctive",0,8,1,1,0,0,1,0,0.005,"disjunctive",1,0.5,4
"92",10,-0.163039683507331,0.0447748426919149,0.39601754707104,-0.768902708830586,9027,5006,7996,4942,5677,"disjunctive",0,9,1,1,0,0,1,0,0.005,"disjunctive",1,0.5,4
"93",10,-0.191173605026964,0.0645515193144542,0.390332309334629,-0.774355630623221,9005,4961,7970,5011,5720,"disjunctive",0,6,1,1,0,0,1,0,0.005,"disjunctive",1,0.5,4
"94",10,-0.183747810161469,0.0735412000597421,0.385421814543984,-0.767669820246419,8955,4928,8049,5002,5670,"disjunctive",0,7,1,1,0,0,1,0,0.005,"disjunctive",1,0.5,4
"95",10,-0.185645426052397,0.068697592544274,0.382545020879979,-0.759126285136897,9017,4984,8002,5050,5750,"disjunctive",0,3,1,1,0,0,1,0,0.005,"disjunctive",1,0.5,4
"96",10,-0.165936923704815,0.0558729215697618,0.379400721164939,-0.768938716791575,9004,5020,8026,4996,5684,"disjunctive",0,5,1,1,0,0,1,0,0.005,"disjunctive",1,0.5,4
"97",10,-0.1914595917085,0.0767440833753926,0.387837963503002,-0.765422484761532,8963,4971,7997,5040,5699,"disjunctive",0,4,1,1,0,0,1,0,0.005,"disjunctive",1,0.5,4
"98",10,-0.179111744446661,0.0641093166149146,0.385815482249887,-0.757467006483504,9017,5064,7978,5054,5763,"disjunctive",0,1,1,1,0,0,1,0,0.005,"disjunctive",1,0.5,4
"99",10,-0.175899224380001,0.063457735930369,0.379499135304541,-0.768442843676649,9025,5033,7991,4996,5734,"disjunctive",0,10,1,1,0,0,1,0,0.005,"disjunctive",1,0.5,4
"100",10,-0.194627983074502,0.0679587239922166,0.384526882609818,-0.761523462820044,8965,5017,7964,5003,5705,"disjunctive",0,2,1,1,0,0,1,0,0.005,"disjunctive",1,0.5,4
"101",11,0.169354719591408,-0.0595419869331103,0.3841694061328,-0.777640595299768,1013,5029,7994,5000,5622,"disjunctive",0,3,1,0,1,0,1,0,0.045,"disjunctive",1,0.25,1
"102",11,0.194699970970976,-0.0505367375493223,0.392102713470721,-0.76418581144481,1017,4924,7988,4960,5633,"disjunctive",0,9,1,0,1,0,1,0,0.045,"disjunctive",1,0.25,1
"103",11,0.175209332175118,-0.049601586349562,0.387317836938129,-0.766299884446716,1003,5053,7988,5015,5708,"disjunctive",0,8,1,0,1,0,1,0,0.045,"disjunctive",1,0.25,1
"104",11,0.158428573043116,-0.0742514616572663,0.38081717148591,-0.768758397563124,1005,5019,8001,5015,5737,"disjunctive",0,4,1,0,1,0,1,0,0.045,"disjunctive",1,0.25,1
"105",11,0.178674335901272,-0.0636870152564176,0.391303124391278,-0.770386299713176,1011,5034,7976,5053,5722,"disjunctive",0,1,1,0,1,0,1,0,0.045,"disjunctive",1,0.25,1
"106",11,0.18557431842107,-0.0472294941556843,0.385625977564891,-0.75829461355877,1006,4975,7946,4965,5727,"disjunctive",0,6,1,0,1,0,1,0,0.045,"disjunctive",1,0.25,1
"107",11,0.172117318419282,-0.0767686923188331,0.382716484658212,-0.782210879470486,954,4924,8085,5029,5676,"disjunctive",0,2,1,0,1,0,1,0,0.045,"disjunctive",1,0.25,1
"108",11,0.202957217363641,-0.0469976035771721,0.375377677321491,-0.770746348067967,1038,5052,8062,5065,5716,"disjunctive",0,7,1,0,1,0,1,0,0.045,"disjunctive",1,0.25,1
"109",11,0.190751368852034,-0.0578816800785406,0.379696217511388,-0.767960331002108,1014,5039,7992,5029,5719,"disjunctive",0,5,1,0,1,0,1,0,0.045,"disjunctive",1,0.25,1
"110",11,0.185853455519252,-0.0497930307573241,0.381340210523921,-0.768909876416337,1006,4996,8017,5057,5694,"disjunctive",0,10,1,0,1,0,1,0,0.045,"disjunctive",1,0.25,1
"111",12,0.189372216027418,0.0553317448697676,-0.39241494751507,0.76418946142566,9027,5011,7936,5050,4222,"disjunctive",0,7,1,1,1,0,1,1,0.005,"disjunctive",1,0.5,5
"112",12,0.174235328233831,0.0651789367899962,-0.386632941484608,0.763165169704136,8985,4908,8009,5005,4273,"disjunctive",0,3,1,1,1,0,1,1,0.005,"disjunctive",1,0.5,5
"113",12,0.189609537702268,0.0669581522650951,-0.381876291102783,0.768092645895868,8996,4995,8015,4987,4320,"disjunctive",0,4,1,1,1,0,1,1,0.005,"disjunctive",1,0.5,5
"114",12,0.192203768412587,0.0538690323737587,-0.386831611031624,0.766228592464114,9026,5038,7937,4991,4272,"disjunctive",0,9,1,1,1,0,1,1,0.005,"disjunctive",1,0.5,5
"115",12,0.195989905128869,0.0568982528914767,-0.382153219239509,0.767355340180759,9028,4965,7990,5005,4249,"disjunctive",0,8,1,1,1,0,1,1,0.005,"disjunctive",1,0.5,5
"116",12,0.179922398891118,0.0630148789545355,-0.39387340115033,0.770709349779635,9036,4965,7945,5006,4296,"disjunctive",0,10,1,1,1,0,1,1,0.005,"disjunctive",1,0.5,5
"117",12,0.195786795689322,0.0654354150965515,-0.389961956656708,0.766258404557757,8990,4948,8001,4948,4370,"disjunctive",0,1,1,1,1,0,1,1,0.005,"disjunctive",1,0.5,5
"118",12,0.1895837386084,0.072697233693744,-0.392683042226395,0.777039038622071,8956,5043,8003,4943,4381,"disjunctive",0,6,1,1,1,0,1,1,0.005,"disjunctive",1,0.5,5
"119",12,0.184547455538466,0.0600662686021507,-0.390696375824406,0.765293468282823,9052,5033,7974,4954,4307,"disjunctive",0,2,1,1,1,0,1,1,0.005,"disjunctive",1,0.5,5
"120",12,0.175022891696552,0.067975027615365,-0.387122830600965,0.773805660381743,9028,5039,7992,4969,4313,"disjunctive",0,5,1,1,1,0,1,1,0.005,"disjunctive",1,0.5,5
"121",13,-0.163564032641998,-0.0517428504416408,0.383039380704361,0.771010688108196,954,4994,1999,4979,4299,"disjunctive",0,8,1,0,0,1,1,1,0.18,"disjunctive",1,0.5,3
"122",13,-0.190022049209808,-0.0712948562133443,0.380579320546608,0.753651019817483,1056,4890,2080,5053,4237,"disjunctive",0,6,1,0,0,1,1,1,0.18,"disjunctive",1,0.5,3
"123",13,-0.176681537578156,-0.0559141019330831,0.390749476577471,0.76319429912081,991,4963,2048,4922,4333,"disjunctive",0,2,1,0,0,1,1,1,0.18,"disjunctive",1,0.5,3
"124",13,-0.187409464571432,-0.0705624387238433,0.386864630729445,0.769391725117837,1017,5035,2030,5062,4275,"disjunctive",0,7,1,0,0,1,1,1,0.18,"disjunctive",1,0.5,3
"125",13,-0.165088030835173,-0.0565345850964972,0.386928645342229,0.76845105529467,1010,5047,2010,5002,4341,"disjunctive",0,3,1,0,0,1,1,1,0.18,"disjunctive",1,0.5,3
"126",13,-0.196328405457037,-0.0770502746420016,0.383228823667304,0.756633145490752,1025,4932,2066,4970,4277,"disjunctive",0,5,1,0,0,1,1,1,0.18,"disjunctive",1,0.5,3
"127",13,-0.178797483273947,-0.0640882927613265,0.38480808201771,0.763542628891433,981,5040,2028,5043,4261,"disjunctive",0,4,1,0,0,1,1,1,0.18,"disjunctive",1,0.5,3
"128",13,-0.188616459115899,-0.0676862539798176,0.387338179463088,0.758423929333025,1060,5014,2021,4982,4289,"disjunctive",0,9,1,0,0,1,1,1,0.18,"disjunctive",1,0.5,3
"129",13,-0.180071088572203,-0.0662337089679749,0.378778452605732,0.766724601367012,1041,5000,1963,5045,4310,"disjunctive",0,10,1,0,0,1,1,1,0.18,"disjunctive",1,0.5,3
"130",13,-0.194661705149501,-0.0554415423607534,0.388200156326133,0.762979065813742,995,4989,1994,5000,4297,"disjunctive",0,1,1,0,0,1,1,1,0.18,"disjunctive",1,0.5,3
"131",14,0.180974487724766,-0.044404021998631,0.383314887454418,0.769551360010437,9013,4956,2004,5020,4294,"disjunctive",0,3,1,1,0,1,1,1,0.02,"disjunctive",1,0.333333333333333,7
"132",14,0.172765787088167,-0.0789983823632258,0.389073304699866,0.76813413780361,9008,4999,2079,5087,4195,"disjunctive",0,8,1,1,0,1,1,1,0.02,"disjunctive",1,0.333333333333333,7
"133",14,0.192660031736904,-0.0580593628936054,0.389844990572764,0.765456159850012,8996,5049,2023,5048,4269,"disjunctive",0,1,1,1,0,1,1,1,0.02,"disjunctive",1,0.333333333333333,7
"134",14,0.184286125830356,-0.0636521988999309,0.383506467560969,0.77037537413688,9005,5119,1943,4902,4413,"disjunctive",0,6,1,1,0,1,1,1,0.02,"disjunctive",1,0.333333333333333,7
"135",14,0.185668625764956,-0.056007773643848,0.389881108550572,0.766373505885191,9024,5033,2058,4966,4324,"disjunctive",0,2,1,1,0,1,1,1,0.02,"disjunctive",1,0.333333333333333,7
"136",14,0.18249596341476,-0.0542884125321271,0.37664381210049,0.771697999045116,9021,4918,1933,5022,4324,"disjunctive",0,7,1,1,0,1,1,1,0.02,"disjunctive",1,0.333333333333333,7
"137",14,0.162663570627315,-0.0623527065771154,0.387657182098815,0.774705207570759,8986,4919,1996,4991,4299,"disjunctive",0,9,1,1,0,1,1,1,0.02,"disjunctive",1,0.333333333333333,7
"138",14,0.178966560737696,-0.061932498275218,0.373834238521796,0.766812690005459,9011,5037,1972,5032,4274,"disjunctive",0,5,1,1,0,1,1,1,0.02,"disjunctive",1,0.333333333333333,7
"139",14,0.158193481570933,-0.0672798148682951,0.386685305568202,0.762671306349567,8984,5068,2024,5005,4277,"disjunctive",0,4,1,1,0,1,1,1,0.02,"disjunctive",1,0.333333333333333,7
"140",14,0.163733795183274,-0.0658136638362382,0.386013372126908,0.765124275351355,8999,4996,2022,5048,4256,"disjunctive",0,10,1,1,0,1,1,1,0.02,"disjunctive",1,0.333333333333333,7
"141",15,-0.186926238124241,0.0633113588943814,0.385983358457635,0.775796939883975,974,4997,2006,4996,4298,"disjunctive",0,6,1,0,1,1,1,1,0.18,"disjunctive",1,0.5,3
"142",15,-0.188460067884667,0.0459914185566388,0.38444761497413,0.770719643455495,1025,5079,1962,4943,4375,"disjunctive",0,3,1,0,1,1,1,1,0.18,"disjunctive",1,0.5,3
"143",15,-0.182877521917257,0.0489089377953653,0.39501453598089,0.764616184729612,988,4942,2029,4962,4300,"disjunctive",0,7,1,0,1,1,1,1,0.18,"disjunctive",1,0.5,3
